LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
213,Factor VIII coagulationis humanus,"Beriate 500, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań lub infuzji, 500 j.m.",1 fiol.z prosz. + 1 fiol.z rozp.po 5 ml,05909991213688,2022-11-01,3 lata,"1090.2, Factor VIII coagulationis humanus","923,40","969,57","969,57",B.15.,bezpłatny,0
214,Factor VIII coagulationis humanus,"Immunate 1000 IU FVIII/750 IU VWF, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 j.m./fiol.",1 fiol. proszku + 1 fiol. rozp. + zestaw infuzyjny,05909990573615,2022-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","1360,80","1428,84","1428,84",B.15.,bezpłatny,0
215,Factor VIII coagulationis humanus,"Immunate 250 IU FVIII/190 IU VWF, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 j.m./fiol.",1 fiol. proszku + 1 fiol. rozp. + zestaw infuzyjny,05909990573554,2022-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","340,20","357,21","357,21",B.15.,bezpłatny,0
216,Factor VIII coagulationis humanus,"Immunate 500 IU FVIII/375 IU VWF, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 j.m./fiol.",1 fiol. proszku + 1 fiol. rozp. + zestaw infuzyjny,05909990573561,2022-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","680,40","714,42","714,42",B.15.,bezpłatny,0
217,Factor VIII coagulationis humanus,"Octanate 1 000 IU, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 1000 j.m.",1 fiol. (1000 j.m.) + zestaw do sporządzania roztworu i podania,05909990825349,2022-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","1846,80","1939,14","1939,14",B.15.,bezpłatny,0
218,Factor VIII coagulationis humanus,"Octanate 250 IU, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 250 j.m.",1 fiol. (250 j.m.) + zestaw do sporządzania roztworu i podania,05909990825301,2022-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","461,70","484,79","484,79",B.15.,bezpłatny,0
219,Factor VIII coagulationis humanus,"Octanate 500 IU, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 500 j.m.",1 fiol. (500 j.m.) + zestaw do sporządzania roztworu i podania,05909990825332,2022-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","923,40","969,57","969,57",B.15.,bezpłatny,0
220,Fedratinibum,"Inrebic, kaps. twarde, 100 mg",120 szt.,07640133688596,2022-07-01,2 lata,"1247.0, Fedratynib","21878,10","22972,01","22972,01",B.81.,bezpłatny,0
221,Fingolimodum,"Gaxenim, kaps. twarde, 0,5 mg",28 szt.,03830070471786,2022-09-01,2 lata,"1105.0, Fingolimod","2700,00","2835,00","2835,00",B.29.,bezpłatny,0
222,Fingolimodum,"Gilenya, kaps. twarde, 0,5 mg",28 szt.,05909990856480,2022-11-01,2 lata,"1105.0, Fingolimod","5092,06","5346,66","2835,00",B.29.,bezpłatny,0
223,Fremanezumabum,"Ajovy, roztwór do wstrzykiwań, 225 mg","1 amp.-strzyk. 1,5 ml",05909991396497,2022-07-01,2 lata,"1246.0, Fremanezumab","1890,00","1984,50","1984,50",B.133.,bezpłatny,0
224,Gemtuzumabum ozogamicinum,"Mylotarg, proszek do sporządzania koncentratu roztworu do infuzji, 5 mg",1 fiol.,05415062328576,2022-09-01,2 lata,"1251.0, Gemtuzumab ozogamycyny","28080,00","29484,00","29484,00",B.114.,bezpłatny,0
225,Gilteritinibi fumaras,"Xospata, tabl. powl., 40 mg",84 szt.,05909991426460,2022-09-01,2 lata,"1250.0, Gilterytynib","90847,99","95390,39","95390,39",B.114.,bezpłatny,0
226,Givosiranum,"Givlaari, roztwór do wstrzykiwań, 189 mg/ml",1 fiol.po 1 ml,08720165814046,2022-01-01,2 lata,"1237.0, Giwosyran","171952,93","180550,58","180550,58",B.128.FM.,bezpłatny,0
227,Glatirameri acetas,"Copaxone, roztwór do wstrzykiwań, 20 mg/ml",28 amp-strzyk.,05909990017065,2022-09-01,2 lata,"1061.0, Glatirameri acetas","2970,00","3118,50","2447,17",B.29.,bezpłatny,0
228,Glatirameri acetas,"Copaxone, roztwór do wstrzykiwań, 40 mg/ml",12 amp.-strz.po 1 ml,05909991216382,2022-11-01,2 lata,"1061.0, Glatirameri acetas","2970,00","3118,50","2097,57",B.29.,bezpłatny,0
229,Glatirameri acetas,"Remurel, roztwór do wstrzykiwań w ampułko-strzykawce, 20 mg/ml",28 amp.-strz. po 1 ml,05909991282882,2022-11-01,2 lata,"1061.0, Glatirameri acetas","2330,64","2447,17","2447,17",B.29.,bezpłatny,0
230,Glatirameri acetas,"Remurel, roztwór do wstrzykiwań w ampułko-strzykawce, 40 mg/ml",12 amp.-strz.po 1 ml,05909991353926,2022-09-01,2 lata,"1061.0, Glatirameri acetas","1998,00","2097,90","2097,57",B.29.,bezpłatny,0
231,Glecaprevirum + Pibrentasvirum,"Maviret, tabl. powl., 100+40 mg",84 szt.,08054083015927,2022-09-01,3 lata,"1179.0, Glecaprevir + Pibrentasvir","48858,16","51301,07","51301,07",B.71.,bezpłatny,0
232,Glyceroli phenylbutyras,"Ravicti, płyn doustny, 1,1 g/ml",1 butelka 25 ml + 1 nasadka,07350110580354,2022-11-01,2 lata,"1262.0, Fenylomaślan glicerolu","774,79","813,53","813,53",B.140.,bezpłatny,0
233,Golimumabum,"Simponi, roztwór do wstrzykiwań, 50 mg",1 wstrzykiwacz,05909990717187,2022-09-01,2 lata,"1050.4, blokery TNF - golimumab","2772,63","2911,26","2911,26",B.33.; B.35.; B.36.,bezpłatny,0
234,Guselkumabum,"Tremfya, roztwór do wstrzykiwań, 100 mg/ml",1 amp.-strzyk.po 1 ml,05413868113006,2023-03-01,2 lata,"1212.0, Guselkumab","9049,32","9501,79","9501,79",B.47.,bezpłatny,0
236,Ibrutinibum,"Imbruvica, tabl. powl., 140 mg",30 szt.,05413868117011,2023-01-01,1 rok 8 miesięcy,"1166.0, Inhibitory kinazy tyrozynowej Brutona - ibrutynib","10908,00","11453,40","8164,80",B.79.,bezpłatny,0
235,Ibrutinibum,"Imbruvica, kaps. twarde, 140 mg",90 szt.,05909991195137,2023-01-01,1 rok 8 miesięcy,"1166.0, Inhibitory kinazy tyrozynowej Brutona - ibrutynib","23328,00","24494,40","24494,40",B.79.,bezpłatny,0
237,Ibrutinibum,"Imbruvica, tabl. powl., 280 mg",30 szt.,05413868117028,2023-01-01,1 rok 8 miesięcy,"1166.0, Inhibitory kinazy tyrozynowej Brutona - ibrutynib","21816,00","22906,80","16329,60",B.79.,bezpłatny,0
238,Ibrutinibum,"Imbruvica, tabl. powl., 420 mg",30 szt.,05413868117035,2023-01-01,1 rok 8 miesięcy,"1166.0, Inhibitory kinazy tyrozynowej Brutona - ibrutynib","32724,00","34360,20","24494,40",B.79.,bezpłatny,0
239,Idursulfasum,"Elaprase, koncentrat do sporządzania roztworu do infuzji, 2 mg/ml",1 fiol.po 3 ml,05909990053742,2023-01-01,3 lata,"1062.0, Idursulfase","10464,31","10987,53","10987,53",B.25.,bezpłatny,0
240,Iloprostum,"Ventavis , roztwór do inhalacji z nebulizatora, 10 μg/ml",30 amp.po 1 ml,05909990609079,2022-07-01,3 lata,"1063.0, Iloprost","1350,00","1417,50","1417,50",B.31.,bezpłatny,0
241,Iloprostum,"Ventavis, roztwór do inhalacji z nebulizatora, 20 μg/ml",42 amp. 1 ml,05908229300633,2022-01-01,3 lata,"1063.0, Iloprost","1801,25","1891,31","1891,31",B.31.,bezpłatny,0
242,Imatinibum,"Imatinib Accord, tabl. powl., 100 mg",60 szt.,05055565726983,<1>2020-09-01/<2>2022-03-01,3 lata,"1064.1, Imatynib -2","216,00","226,80","226,80",<2>B.3.,bezpłatny,0
243,Imatinibum,"Imatinib Accord, tabl. powl., 400 mg",30 szt.,05055565726990,<1>2020-09-01/<2>2022-03-01,3 lata,"1064.1, Imatynib -2","432,00","453,60","453,60",<2>B.3.,bezpłatny,0
244,Imatinibum,"Meaxin, tabl. powl., 100 mg",60 szt.,05909991053895,<1><2>2021-01-01/<3>2021-07-01/<4>2022-01-01,3 lata,"1064.1, Imatynib -2","302,40","317,52","311,85",<4>B.3.,bezpłatny,0
245,Imatinibum,"Meaxin, tabl. powl., 400 mg",30 szt.,05909991053963,<1><2>2021-01-01/<3>2021-07-01/<4>2022-01-01,3 lata,"1064.1, Imatynib -2","604,80","635,04","623,70",<4>B.3.,bezpłatny,0
246,Imatinibum,"Nibix, kaps. twarde, 100 mg",60 szt.,05909991051181,<1><2>2021-01-01/<3>2021-09-01/<4>2022-01-01,3 lata,"1064.1, Imatynib -2","297,00","311,85","311,85",<4>B.3.,bezpłatny,0
247,Imatinibum,"Nibix, kaps. twarde, 400 mg",30 szt.,05909991051259,<1><2>2021-01-01/<3>2021-09-01/<4>2022-01-01,3 lata,"1064.1, Imatynib -2","594,00","623,70","623,70",<4>B.3.,bezpłatny,0
248,Imiglucerasum,"Cerezyme, proszek do przygotowania koncentratu do sporządzania roztworu do infuzji, 400 j.m.",1 fiol.po 10 ml,05909990943012,2022-07-01,3 lata,"1065.0, Imiglucerasum","5797,75","6087,64","6087,64",B.23.,bezpłatny,0
249,Imlifidasum,"Idefirix, proszek do sporządzania koncentratu roztworu do infuzji, 11 mg",1 fiol.,07350118290033,2022-09-01,2 lata,"1252.0, Imlifidaza","732353,40","768971,07","768971,07",B.137.FM.,bezpłatny,0
250,Imlifidasum,"Idefirix, proszek do sporządzania koncentratu roztworu do infuzji, 11 mg",2 fiol.,07350118290040,2022-09-01,2 lata,"1252.0, Imlifidaza","1464706,80","1537942,14","1537942,14",B.137.FM.,bezpłatny,0
251,Immunoglobulinum humanum,"Flebogamma DIF, roztwór do infuzji, 50 mg/ml",1 fiol.po 100 ml,05909990797868,<1>2022-01-01/<2><3>2022-05-01,3 lata,"1066.0, Immunoglobulinum humanum","1209,60","1270,08","1270,08",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
252,Immunoglobulinum humanum,"Flebogamma DIF, roztwór do infuzji, 50 mg/ml",1 fiol.po 200 ml,05909990797875,<1>2022-07-01/<2><3>2022-05-01,3 lata,"1066.0, Immunoglobulinum humanum","2419,20","2540,16","2540,16",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
254,Immunoglobulinum humanum,"Hizentra, roztwór do wstrzykiwań, 0,2 g/ml",1 fiol.po 10 ml,05909990869572,<1>2022-01-01/<2>2022-07-01/<3>2022-09-01,<1><2>3 lata/<3>2 lata,"1066.1, Immunoglobulinum humanum subcutaneum","507,60","532,98","532,98",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
255,Immunoglobulinum humanum,"Hizentra, roztwór do wstrzykiwań, 0,2 g/ml",1 fiol.po 20 ml,05909990869657,<1>2022-01-01/<2>2022-07-01/<3>2022-09-01,<1><2>3 lata/<3>2 lata,"1066.1, Immunoglobulinum humanum subcutaneum","1015,20","1065,96","1065,96",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
253,Immunoglobulinum humanum,"Hizentra, roztwór do wstrzykiwań, 0,2 g/ml",1 fiol.po 5 ml,05909990869541,<1>2022-01-01/<2>2022-07-01/<3>2022-09-01,<1><2>3 lata/<3>2 lata,"1066.1, Immunoglobulinum humanum subcutaneum","253,80","266,49","266,49",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
256,Immunoglobulinum humanum,"Hizentra, roztwór do wstrzykiwań, 0,2 g/ml",1 fiol.po 50 ml,05909991067380,<1>2022-07-01/<2>2022-09-01,<1>3 lata/<2>2 lata,"1066.1, Immunoglobulinum humanum subcutaneum","2538,00","2664,90","2664,90",<1>B.62.; <2>B.67.,bezpłatny,0
257,Immunoglobulinum humanum,"Privigen, roztwór do infuzji, 100 mg/ml",1 fiol.po 400 ml,05909991078676,<1>2021-11-01/<2>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","9720,00","10206,00","10206,00",<1>B.62.; <2>B.67.,bezpłatny,0
260,Immunoglobulinum humanum normale,"Cuvitru, roztwór do wstrzykiwań, 200 mg/ml",1 fiol. 10 ml,05909991292898,<1>2022-11-01/<2>2020-11-01,3 lata,"1066.1, Immunoglobulinum humanum subcutaneum","561,60","589,68","589,68",<1>B.17.; <2>B.62.,bezpłatny,0
259,Immunoglobulinum humanum normale,"Cuvitru, roztwór do wstrzykiwań, 200 mg/ml",1 fiol. 20 ml,05909991292874,<1>2022-11-01/<2>2020-11-01,3 lata,"1066.1, Immunoglobulinum humanum subcutaneum","1123,20","1179,36","1179,36",<1>B.17.; <2>B.62.,bezpłatny,0
258,Immunoglobulinum humanum normale,"Cuvitru, roztwór do wstrzykiwań, 200 mg/ml",1 fiol. 40 ml,05909991292904,<1>2022-11-01/<2>2020-11-01,3 lata,"1066.1, Immunoglobulinum humanum subcutaneum","2246,40","2358,72","2358,72",<1>B.17.; <2>B.62.,bezpłatny,0
261,Immunoglobulinum humanum normale,"Cuvitru, roztwór do wstrzykiwań, 200 mg/ml",1 fiol. 5 ml,05909991292881,<1>2022-11-01/<2>2020-11-01,3 lata,"1066.1, Immunoglobulinum humanum subcutaneum","280,80","294,84","294,84",<1>B.17.; <2>B.62.,bezpłatny,0
262,Immunoglobulinum humanum normale,"HyQvia, roztwór do infuzji, 100 mg/ml",1 fiol.po 100 ml,05909991072896,2020-09-01,2 lata 8 miesięcy,"1066.1, Immunoglobulinum humanum subcutaneum","3240,00","3402,00","3402,00",B.17.; B.62.,bezpłatny,0
263,Immunoglobulinum humanum normale,"HyQvia, roztwór do infuzji, 100 mg/ml",1 fiol.po 200 ml,05909991072902,2020-09-01,2 lata 8 miesięcy,"1066.1, Immunoglobulinum humanum subcutaneum","6480,00","6804,00","6804,00",B.17.; B.62.,bezpłatny,0
265,Immunoglobulinum humanum normale,"HyQvia, roztwór do infuzji, 100 mg/ml",1 fiol.po 25 ml,05909991072872,2020-09-01,2 lata 8 miesięcy,"1066.1, Immunoglobulinum humanum subcutaneum","810,00","850,50","850,50",B.17.; B.62.,bezpłatny,0
264,Immunoglobulinum humanum normale,"HyQvia, roztwór do infuzji, 100 mg/ml",1 fiol.po 300 ml,05909991072926,2020-09-01,2 lata 8 miesięcy,"1066.1, Immunoglobulinum humanum subcutaneum","9720,00","10206,00","10206,00",B.17.; B.62.,bezpłatny,0
266,Immunoglobulinum humanum normale,"HyQvia, roztwór do infuzji, 100 mg/ml",1 fiol.po 50 ml,05909991072889,2020-09-01,2 lata 8 miesięcy,"1066.1, Immunoglobulinum humanum subcutaneum","1620,00","1701,00","1701,00",B.17.; B.62.,bezpłatny,0
268,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 10 ml,05909990425143,<1>2022-01-01/<2>2021-09-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","243,00","255,15","255,15",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
271,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 100 ml,05909990425174,<1>2022-01-01/<2>2021-09-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","2430,00","2551,50","2551,50",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
272,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 200 ml,05909990425181,<1>2022-01-01/<2>2021-09-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","4860,00","5103,00","5103,00",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
269,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 25 ml,05909990425150,<1>2022-01-01/<2>2021-09-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","607,50","637,88","637,88",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
267,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 300 ml,05909990782208,<1>2022-01-01/<2>2021-09-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","7290,00","7654,50","7654,50",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
270,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 50 ml,05909990425167,<1>2022-01-01/<2>2021-09-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","1215,00","1275,75","1275,75",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
275,Immunoglobulinum humanum normale (IgG),"Privigen, roztwór do infuzji, 100 mg/ml",1 fiol.po 100 ml,05909990725793,<1>2022-01-01/<2>2021-11-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","2430,00","2551,50","2551,50",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
274,Immunoglobulinum humanum normale (IgG),"Privigen, roztwór do infuzji, 100 mg/ml",1 fiol.po 200 ml,05909990725809,<1>2022-01-01/<2>2021-11-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","4860,00","5103,00","5103,00",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
273,Immunoglobulinum humanum normale (IgG),"Privigen, roztwór do infuzji, 100 mg/ml",1 fiol.po 25 ml,05909990725823,<1>2022-01-01/<2>2021-11-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","607,50","637,88","637,88",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
276,Immunoglobulinum humanum normale (IgG),"Privigen, roztwór do infuzji, 100 mg/ml",1 fiol.po 50 ml,05909990725786,<1>2022-01-01/<2>2021-11-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","1215,00","1275,75","1275,75",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
277,Immunoglobulinum humanum normale ad usum intravenosum,"Ig VENA, roztwór do infuzji, 50 g/l",1 fiol.po 100 ml + zest. do infuzji,05909990049875,<1>2022-01-01/<2>2021-11-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","1215,00","1275,75","1275,75",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
279,Immunoglobulinum humanum normale ad usum intravenosum,"Ig VENA, roztwór do infuzji, 50 g/l",1 fiol.po 200 ml + zest. do infuzji,05909990049882,<1>2022-01-01/<2>2021-11-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","2430,00","2551,50","2551,50",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
278,Immunoglobulinum humanum normale ad usum intravenosum,"Ig VENA, roztwór do infuzji, 50 g/l",1 fiol.po 50 ml + zest. do infuzji,05909990049851,<1>2022-01-01/<2>2021-11-01/<3>2022-03-01,3 lata,"1066.0, Immunoglobulinum humanum","607,50","637,88","637,88",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
280,Inclisiranum,"Leqvio, roztwór do wstrzykiwań w ampułko-strzykawce, 284 mg","1 amp.-strzyk. 1,5 ml",07613421047276,2022-11-01,2 lata,"1261.0, Inklisiran","10798,92","11338,87","11338,87",B.101.,bezpłatny,0
281,Infliximabum,"Flixabi, proszek do sporządzania koncentratu roztworu do infuzji, 100 mg",1 fiol.,05713219492751,<1>2021-05-01/<2><3><4><5><6>2022-05-01,<1><5>3 lata/<2><3><4><6>2 lata,"1050.3, blokery TNF - infliksimab","939,60","986,58","782,46",<1>B.32.; <2>B.33.; <3>B.35.; <4>B.36.; <5>B.47.; <6>B.55.,bezpłatny,0
282,Infliximabum,"Remsima, proszek do sporządzania koncentratu roztworu do infuzji, 100 mg",1 fiol.,05909991086305,2021-01-01,3 lata,"1050.3, blokery TNF - infliksimab","745,20","782,46","782,46",<1>B.32.; <2>B.55.,bezpłatny,0
283,Infliximabum,"Zessly, proszek do sporządzania koncentratu roztworu do infuzji, 100 mg",1 fiol.,07613421020903,<1><6>2021-03-01/<2><3><4><5>2022-03-01,<1><5><6>3 lata/<2><3><4>2 lata,"1050.3, blokery TNF - infliksimab","810,00","850,50","782,46",<1>B.32.; <2>B.33.; <3>B.35.; <4>B.36.; <5>B.47.; <6>B.55.,bezpłatny,0
284,Inotuzumabum ozogamicini,"Besponsa, proszek do sporządzania koncentratu roztworu do infuzji, 1 mg",1 fiol. proszku,05907636977193,2023-01-01,2 lata,"1219.0, Inotuzumab ozogamycyny","42973,20","45121,86","45121,86",B.65.,bezpłatny,0
285,Interferon beta-1b,"Betaferon, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 300 μg",15 zest.,05909990619375,2022-11-01,2 lata,"1024.5, Interferonum beta 1b","2317,68","2433,56","2433,56",B.29.,bezpłatny,0
287,Interferonum beta-1a,"Avonex, roztwór do wstrzykiwań, 30 μg/0,5 ml",4 amp.-strz. + 4 igły,05909990008148,2022-09-01,2 lata,"1024.41, Interferonum beta 1a a 30 mcg","2928,68","3075,11","3075,11",B.29.,bezpłatny,0
286,Interferonum beta-1a,"Avonex, roztwór do wstrzykiwań, 30 μg/0,5 ml",4 wstrz.,05909991001407,2022-09-01,2 lata,"1024.41, Interferonum beta 1a a 30 mcg","2928,68","3075,11","3075,11",B.29.,bezpłatny,0
289,Interferonum beta-1a,"Rebif, roztwór do wstrzykiwań, 44 μg/0,5 ml","12 amp.-strz.a 0,5 ml",05909990874934,2022-09-01,2 lata,"1024.43, Interferonum beta 1a a 44 mcg","3470,04","3643,54","3643,54",B.29.,bezpłatny,0
288,Interferonum beta-1a,"Rebif, roztwór do wstrzykiwań, 44 μg/0,5 ml","4 wkł.a 1,5 ml",05909990728497,2022-09-01,2 lata,"1024.43, Interferonum beta 1a a 44 mcg","3470,04","3643,54","3643,54",B.29.,bezpłatny,0
291,Ipilimumabum,"Yervoy, koncentrat do sporządzania roztworu do infuzji (jałowy koncentrat), 5 mg/ml",1 fiol.po 10 ml,05909990872442,<1>2023-03-01/<2>2023-01-01/<3>2022-05-01/<4>2021-09-01,2 lata,"1124.0, Ipilimumab","13622,90","14304,05","14304,05",<1>B.4.; <2>B.6.; <3>B.10.; <4>B.59.,bezpłatny,0
290,Ipilimumabum,"Yervoy, koncentrat do sporządzania roztworu do infuzji (jałowy koncentrat), 5 mg/ml",1 fiol.po 40 ml,05909990872459,<1>2023-03-01/<2>2023-01-01/<3>2022-05-01/<4>2021-09-01,2 lata,"1124.0, Ipilimumab","54491,61","57216,19","57216,19",<1>B.4.; <2>B.6.; <3>B.10.; <4>B.59.,bezpłatny,0
295,Ivacaftorum,"Kalydeco, tabl. powl., 150 mg",28 szt.,00351167136201,2022-03-01,1 rok 4 miesiące,"1216.0, Iwakaftor","27103,63","28458,81","28213,92",B.112.,bezpłatny,0
294,Ivacaftorum,"Kalydeco, tabl. powl., 150 mg",56 szt.,00351167104606,2022-11-01,8 miesięcy,"1216.0, Iwakaftor","67176,00","70534,80","70534,80",B.112.,bezpłatny,0
292,Ivacaftorum,"Kalydeco, granulat w saszetce, 50 mg",56 szt.,00351167112205,2022-11-01,8 miesięcy,"1216.0, Iwakaftor","67176,00","70534,80","70534,80",B.112.,bezpłatny,0
296,Ivacaftorum,"Kalydeco, tabl. powl., 75 mg",28 szt.,00351167144503,2022-03-01,1 rok 4 miesiące,"1216.0, Iwakaftor","27103,63","28458,81","28213,92",B.112.,bezpłatny,0
293,Ivacaftorum,"Kalydeco, granulat w saszetce, 75 mg",56 szt.,00351167113103,2022-11-01,8 miesięcy,"1216.0, Iwakaftor","67176,00","70534,80","70534,80",B.112.,bezpłatny,0
297,Ivacaftorum + Lumacaftorum,"Orkambi, granulat, 125+100 mg",56 sasz.,00351167131701,2022-03-01,2 lata,"1216.1, Iwakaftor, lumakaftor","48511,44","50937,01","50937,01",B.112.,bezpłatny,0
298,Ivacaftorum + Lumacaftorum,"Orkambi, granulat, 188+150 mg",56 sasz.,00351167131800,2022-03-01,2 lata,"1216.1, Iwakaftor, lumakaftor","48511,44","50937,01","50937,01",B.112.,bezpłatny,0
299,Ivacaftorum + Tezacaftorum,"Symkevi, tabl. powl., 150+100 mg",28 szt.,00351167136102,2022-03-01,2 lata,"1216.2, Iwakaftor, tezakaftor","21234,93","22296,68","22296,68",B.112.,bezpłatny,0
300,Ivacaftorum + Tezacaftorum,"Symkevi, tabl. powl., 75+50 mg",28 szt.,00351167144404,2022-03-01,2 lata,"1216.2, Iwakaftor, tezakaftor","21234,93","22296,68","22296,68",B.112.,bezpłatny,0
301,Ivacaftorum + Tezacaftorum + Elexacaftorum,"Kaftrio, tabl. powl., 75+50+100 mg",56 szt.,00351167143902,2022-03-01,2 lata,"1216.3, Iwakaftor, tezakaftor, eleksakaftor","47389,85","49759,34","49759,34",B.112.,bezpłatny,0
302,Ixazomibum,"Ninlaro, kaps. twarde, 2,3 mg",3 szt.,03400930077696,2021-05-01,2 lata,"1222.0, Iksazomib","17944,20","18841,41","10833,81",B.54.,bezpłatny,0
303,Ixazomibum,"Ninlaro, kaps. twarde, 3 mg",3 szt.,03400930077719,2021-05-01,2 lata,"1222.0, Iksazomib","17944,20","18841,41","14131,06",B.54.,bezpłatny,0
304,Ixazomibum,"Ninlaro, kaps. twarde, 4 mg",3 szt.,03400930077726,2021-05-01,2 lata,"1222.0, Iksazomib","17944,20","18841,41","18841,41",B.54.,bezpłatny,0
305,Ixekizumabum,"Taltz, roztwór do wstrzykiwań, 80 mg/ml",2 wstrzykiwacze 1 ml,05909991282950,<1>2023-01-01/<2><4>2022-07-01/<3>2022-11-01,<1><2><4>2 lata/<3>3 lata,"1184.0, Iksekizumab","9280,85","9744,89","9744,89",<1>B.35.; <2>B.36.; <3>B.47.; <4>B.82.,bezpłatny,0
306,Karfilzomib,"Kyprolis, proszek do sporządzania roztworu do infuzji, 10 mg",1 fiol.,05909991298463,2021-05-01,2 lata,"1189.0, Karfilzomib","728,28","764,69","764,69",B.54.,bezpłatny,0
307,Ketoanalogi aminokwasów,"Ketosteril, tabl. powl., 630 mg",100 szt.,05909990338511,2023-03-01,2 lata,"1220.0, Aminokwasy, w tym mieszaniny z polipeptydami","169,70","178,19","178,19",B.113.,bezpłatny,0
308,Lamivudinum,"Lamivudine Aurovitas, tabl. powl., 100 mg",28 szt.,05909991464127,2023-03-01,3 lata,"1067.0, Lamivudinum","80,57","84,60","84,60",B.1.,bezpłatny,0
309,Lamivudinum,"Zeffix, tabl. powl., 100 mg",28 szt.,05909990479610,2022-01-01,3 lata,"1067.0, Lamivudinum","107,50","112,88","84,60",B.1.,bezpłatny,0
310,Lanadelumabum,"Takhzyro, roztwór do wstrzykiwań, 300 mg",1 fiol.,05060147027884,2021-09-01,2 lata,"1228.0, Lanadelumab","65590,56","68870,09","68870,09",B.122.,bezpłatny,0
312,Lapatynibum,"Tyverb, tabl. powl., 250 mg",140 szt.,05909990851973,2021-05-01,2 lata,"1068.0, Lapatynib","6457,49","6780,36","6780,36",B.9.FM.,bezpłatny,0
311,Lapatynibum,"Tyverb, tabl. powl., 250 mg",70 szt.,05909990851966,2021-05-01,2 lata,"1068.0, Lapatynib","3228,75","3390,19","3390,19",B.9.FM.,bezpłatny,0
