 B. Leki dostępne w ramach programu lekowego,,,,,,,,,,,,,
LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
203,Immunoglobulinum humanum normale,"Cuvitru, roztwór do wstrzykiwań, 200 mg/ml",1 fiol. 20 ml,05909991292874,<1>2017-11-01/<2>2020-11-01,<1>5 lat/<2>3 lata,"1066.1, Immunoglobulinum humanum subcutaneum","820,80","861,84","859,09",<1>B.17.; <2>B.62.,bezpłatny,0
202,Immunoglobulinum humanum normale,"Cuvitru, roztwór do wstrzykiwań, 200 mg/ml",1 fiol. 40 ml,05909991292904,<1>2017-11-01/<2>2020-11-01,<1>5 lat/<2>3 lata,"1066.1, Immunoglobulinum humanum subcutaneum","1641,60","1723,68","1718,18",<1>B.17.; <2>B.62.,bezpłatny,0
205,Immunoglobulinum humanum normale,"Cuvitru, roztwór do wstrzykiwań, 200 mg/ml",1 fiol. 5 ml,05909991292881,<1>2017-11-01/<2>2020-11-01,<1>5 lat/<2>3 lata,"1066.1, Immunoglobulinum humanum subcutaneum","205,20","215,46","214,77",<1>B.17.; <2>B.62.,bezpłatny,0
207,Immunoglobulinum humanum normale,"Gammanorm, roztwór do wstrzykiwań, 165 mg/ml",1 fiol.po 10 ml,05909990729883,<1>2019-01-01/<2>2019-11-01,3 lata,"1066.1, Immunoglobulinum humanum subcutaneum","337,50","354,38","354,38",<1>B.17.; <2>B.62.,bezpłatny,0
206,Immunoglobulinum humanum normale,"Gammanorm, roztwór do wstrzykiwań, 165 mg/ml",1 fiol.po 20 ml,05909990729944,<1>2019-11-01/<2>2019-03-01,3 lata,"1066.1, Immunoglobulinum humanum subcutaneum","675,00","708,75","708,75",<1>B.17.; <2>B.62.,bezpłatny,0
210,Immunoglobulinum humanum normale,"HyQvia, roztwór do infuzji, 100 mg/ml",1 fiol.po 100 ml,05909991072896,2020-09-01,2 lata 8 miesięcy,"1066.1, Immunoglobulinum humanum subcutaneum","1998,00","2097,90","2097,90",B.17.; B.62.,bezpłatny,0
211,Immunoglobulinum humanum normale,"HyQvia, roztwór do infuzji, 100 mg/ml",1 fiol.po 200 ml,05909991072902,2020-09-01,2 lata 8 miesięcy,"1066.1, Immunoglobulinum humanum subcutaneum","3996,00","4195,80","4195,80",B.17.; B.62.,bezpłatny,0
208,Immunoglobulinum humanum normale,"HyQvia, roztwór do infuzji, 100 mg/ml",1 fiol.po 25 ml,05909991072872,2020-09-01,2 lata 8 miesięcy,"1066.1, Immunoglobulinum humanum subcutaneum","499,50","524,48","524,48",B.17.; B.62.,bezpłatny,0
212,Immunoglobulinum humanum normale,"HyQvia, roztwór do infuzji, 100 mg/ml",1 fiol.po 300 ml,05909991072926,2020-09-01,2 lata 8 miesięcy,"1066.1, Immunoglobulinum humanum subcutaneum","5994,00","6293,70","6293,70",B.17.; B.62.,bezpłatny,0
209,Immunoglobulinum humanum normale,"HyQvia, roztwór do infuzji, 100 mg/ml",1 fiol.po 50 ml,05909991072889,2020-09-01,2 lata 8 miesięcy,"1066.1, Immunoglobulinum humanum subcutaneum","999,00","1048,95","1048,95",B.17.; B.62.,bezpłatny,0
214,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 10 ml,05909990425143,<1>2019-01-01/<2>2018-09-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","205,20","215,46","215,46",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
217,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 100 ml,05909990425174,<1>2019-01-01/<2>2018-09-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","2052,00","2154,60","2154,60",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
218,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 200 ml,05909990425181,<1>2019-01-01/<2>2018-09-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","4104,00","4309,20","4309,20",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
215,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 25 ml,05909990425150,<1>2019-01-01/<2>2018-09-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","513,00","538,65","538,65",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
213,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 300 ml,05909990782208,<1>2019-01-01/<2>2018-09-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","6156,00","6463,80","6463,80",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
216,Immunoglobulinum humanum normale,"Kiovig, roztwór do infuzji, 100 mg/ml",1 fiol. 50 ml,05909990425167,<1>2019-01-01/<2>2018-09-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","1026,00","1077,30","1077,30",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
223,Immunoglobulinum humanum normale,"Panzyga, roztwór do infuzji, 100 mg/ml",1 butelka 100 ml,05909991268480,2017-05-01,5 lat,"1066.0, Immunoglobulinum humanum","1620,00","1701,00","1701,00",B.17.,bezpłatny,0
225,Immunoglobulinum humanum normale,"Panzyga, roztwór do infuzji, 100 mg/ml",1 butelka 200 ml,05909991268473,2017-05-01,5 lat,"1066.0, Immunoglobulinum humanum","3240,00","3402,00","3402,00",B.17.,bezpłatny,0
224,Immunoglobulinum humanum normale,"Panzyga, roztwór do infuzji, 100 mg/ml",1 butelka 300 ml,05909991268459,2017-05-01,5 lat,"1066.0, Immunoglobulinum humanum","4860,00","5103,00","5103,00",B.17.,bezpłatny,0
220,Immunoglobulinum humanum normale,"Panzyga, roztwór do infuzji, 100 mg/ml",1 butelka 50 ml,05909991268497,2017-05-01,5 lat,"1066.0, Immunoglobulinum humanum","810,00","850,50","850,50",B.17.,bezpłatny,0
222,Immunoglobulinum humanum normale,"Panzyga, roztwór do infuzji, 100 mg/ml",1 butelka 60 ml,05909991268503,2017-05-01,5 lat,"1066.0, Immunoglobulinum humanum","972,00","1020,60","1020,60",B.17.,bezpłatny,0
221,Immunoglobulinum humanum normale,"Panzyga, roztwór do infuzji, 100 mg/ml",1 fiol. 10 ml,05909991268466,2017-05-01,5 lat,"1066.0, Immunoglobulinum humanum","162,00","170,10","170,10",B.17.,bezpłatny,0
219,Immunoglobulinum humanum normale,"Panzyga, roztwór do infuzji, 100 mg/ml",1 fiol. 25 ml,05909991268510,2017-05-01,5 lat,"1066.0, Immunoglobulinum humanum","405,00","425,25","425,25",B.17.,bezpłatny,0
228,Immunoglobulinum humanum normale ad usum intravenosum,"Ig VENA, roztwór do infuzji, 50 g/l",1 fiol.po 100 ml + zest. do infuzji,05909990049875,<1>2019-01-01/<2>2018-11-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","793,80","833,49","833,49",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
227,Immunoglobulinum humanum normale ad usum intravenosum,"Ig VENA, roztwór do infuzji, 50 g/l",1 fiol.po 20 ml,05909990049868,2019-01-01,3 lata,"1066.0, Immunoglobulinum humanum","158,76","166,70","166,70",B.17.,bezpłatny,0
229,Immunoglobulinum humanum normale ad usum intravenosum,"Ig VENA, roztwór do infuzji, 50 g/l",1 fiol.po 200 ml + zest. do infuzji,05909990049882,<1>2019-01-01/<2>2018-11-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","1587,60","1666,98","1666,98",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
226,Immunoglobulinum humanum normale ad usum intravenosum,"Ig VENA, roztwór do infuzji, 50 g/l",1 fiol.po 50 ml + zest. do infuzji,05909990049851,<1>2019-01-01/<2>2018-11-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","396,90","416,75","416,75",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
230,Immunoglobulinum humanum normale ad usum intravenosum,"Octagam, roztwór do infuzji, 10 g/200 ml",1 but.po 200 ml,05909990762712,<1>2019-01-01/<2>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","2007,12","2107,48","2107,48",<1>B.17.; <2>B.67.,bezpłatny,0
231,Immunoglobulinum humanum normale ad usum intravenosum,"Octagam, roztwór do infuzji, 2,5 g/50 ml",1 but.po 50 ml,05909990762514,<1>2019-01-01/<2>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","501,78","526,87","526,87",<1>B.17.; <2>B.67.,bezpłatny,0
232,Immunoglobulinum humanum normale ad usum intravenosum,"Octagam, roztwór do infuzji, 5 g/100 ml",1 but.po 100 ml,05909990762613,<1>2019-01-01/<2>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","1003,56","1053,74","1053,74",<1>B.17.; <2>B.67.,bezpłatny,0
235,Immunoglobulinum humanum normale ad usum intravenosum,"Octagam 10%, roztwór do infuzji, 100 mg/ml",1 but.po 100 ml,05909990763887,<1>2019-01-01/<2>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","2007,12","2107,48","2107,48",<1>B.17.; <2>B.67.,bezpłatny,0
233,Immunoglobulinum humanum normale ad usum intravenosum,"Octagam 10%, roztwór do infuzji, 100 mg/ml",1 but.po 20 ml,05909990763863,<1>2019-01-01/<2>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","401,43","421,50","421,50",<1>B.17.; <2>B.67.,bezpłatny,0
236,Immunoglobulinum humanum normale ad usum intravenosum,"Octagam 10%, roztwór do infuzji, 100 mg/ml",1 but.po 200 ml,05909990763894,<1>2019-01-01/<2>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","4014,23","4214,94","4214,94",<1>B.17.; <2>B.67.,bezpłatny,0
234,Immunoglobulinum humanum normale ad usum intravenosum,"Octagam 10%, roztwór do infuzji, 100 mg/ml",1 but.po 50 ml,05909990763870,<1>2019-01-01/<2>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","1003,56","1053,74","1053,74",<1>B.17.; <2>B.67.,bezpłatny,0
237,Infliximabum,"Flixabi, proszek do sporządzania koncentratu roztworu do infuzji, 100 mg",1 fiol.,05713219492751,2019-05-01,<1>2 lata/<2><3><4><5><6>3 lata,"1050.3, blokery TNF - infliksimab","939,60","986,58","782,46",<1>B.32.; <2>B.33.; <3>B.35.; <4>B.36.; <5>B.47.; <6>B.55.,bezpłatny,0
238,Infliximabum,"Inflectra, proszek do sporządzania koncentratu roztworu do infuzji, 100 mg",1 fiol.,05909991078881,2019-01-01,3 lata,"1050.3, blokery TNF - infliksimab","988,20","1037,61","782,46",<1>B.33.; <2> B.35.; <3> B.36.,bezpłatny,0
239,Infliximabum,"Remicade, proszek do sporządzania koncentratu do sporządzania roztworu do infuzji, 0,1 g",1 fiol.po 20 ml,05909990900114,<1><2><3>2019-07-01/<4>2019-03-01,3 lata,"1050.3, blokery TNF - infliksimab","1436,40","1508,22","782,46",<1>B.33.; <2>B.35.; <3>B.36.; <4>B.32.,bezpłatny,0
240,Infliximabum,"Remsima, proszek do sporządzania koncentratu roztworu do infuzji, 100 mg",1 fiol.,05909991086305,<1><3><4>2019-01-01/<5>2019-07-01/<2><6>2021-01-01,3 lata,"1050.3, blokery TNF - infliksimab","745,20","782,46","782,46",<1>B.33.; <2>B.32.; <3>B.35.; <4>B.36.; <5>B.47.; <6> B.55.,bezpłatny,0
241,Infliximabum,"Zessly, proszek do sporządzania koncentratu roztworu do infuzji, 100 mg",1 fiol.,07613421020903,<1><6>2021-03-01/<2><3><4><5>2019-03-01,3 lata,"1050.3, blokery TNF - infliksimab","810,00","850,50","782,46",<1>B.32.; <2>B.33.; <3>B.35.; <4>B.36.; <5>B.47.; <6>B.55.,bezpłatny,0
242,Inotuzumabum ozogamicini,"Besponsa, proszek do sporządzania koncentratu roztworu do infuzji, 1 mg",1 fiol. proszku,05907636977193,2021-01-01,2 lata,"1219.0, Inotuzumab ozogamycyny","42973,20","45121,86","45121,86",B.65.,bezpłatny,0
243,Interferon beta-1b,"Betaferon, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 300 μg",15 zest.,05909990619375,2020-09-01,2 lata,"1024.5, Interferonum beta 1b","2674,08","2807,78","2807,78",B.29.,bezpłatny,0
244,Interferonum beta-1a,"Avonex, roztwór do wstrzykiwań, 30 μg/0,5 ml",4 amp.-strz. + 4 igły,05909990008148,2020-09-01,2 lata,"1024.41, Interferonum beta 1a a 30 mcg","2928,68","3075,11","3075,11",B.29.,bezpłatny,0
245,Interferonum beta-1a,"Avonex, roztwór do wstrzykiwań, 30 μg/0,5 ml",4 wstrz.,05909991001407,2020-09-01,2 lata,"1024.41, Interferonum beta 1a a 30 mcg","2928,68","3075,11","3075,11",B.29.,bezpłatny,0
246,Interferonum beta-1a,"Rebif, roztwór do wstrzykiwań, 44 μg/0,5 ml","12 amp.-strz.a 0,5 ml",05909990874934,2020-09-01,2 lata,"1024.43, Interferonum beta 1a a 44 mcg","3855,60","4048,38","4048,38",B.29.,bezpłatny,0
247,Interferonum beta-1a,"Rebif, roztwór do wstrzykiwań, 44 μg/0,5 ml","4 wkł.a 1,5 ml",05909990728497,2020-09-01,2 lata,"1024.43, Interferonum beta 1a a 44 mcg","3855,60","4048,38","4048,38",B.29.,bezpłatny,0
248,Ipilimumabum,"Yervoy, koncentrat do sporządzania roztworu do infuzji (jałowy koncentrat), 5 mg/ml",1 fiol.po 10 ml,05909990872442,2020-09-01,10 miesięcy,"1124.0, Ipilimumab","14462,94","15186,09","15186,09",B.59.,bezpłatny,0
249,Ipilimumabum,"Yervoy, koncentrat do sporządzania roztworu do infuzji (jałowy koncentrat), 5 mg/ml",1 fiol.po 40 ml,05909990872459,2020-09-01,10 miesięcy,"1124.0, Ipilimumab","57851,76","60744,35","60744,35",B.59.,bezpłatny,0
252,Ivacaftorum,"Kalydeco, tabl. powl., 150 mg",56 szt.,00351167104606,2020-11-01,2 lata,"1216.0, Iwakaftor","67176,00","70534,80","70534,80",B.112.,bezpłatny,0
250,Ivacaftorum,"Kalydeco, granulat w saszetce, 50 mg",56 szt.,00351167112205,2020-11-01,2 lata,"1216.0, Iwakaftor","67176,00","70534,80","70534,80",B.112.,bezpłatny,0
251,Ivacaftorum,"Kalydeco, granulat w saszetce, 75 mg",56 szt.,00351167113103,2020-11-01,2 lata,"1216.0, Iwakaftor","67176,00","70534,80","70534,80",B.112.,bezpłatny,0
253,Ixekizumabum,"Taltz, roztwór do wstrzykiwań, 80 mg/ml",2 wstrzykiwacze 1 ml,05909991282950,<1>2021-01-01/<2>2020-11-01,2 lata,"1184.0, Iksekizumab","9280,85","9744,89","9744,89",<1>B.35.; <2>B.47.,bezpłatny,0
254,Karfilzomib,"Kyprolis, proszek do sporządzania roztworu do infuzji, 10 mg",1 fiol.,05909991298463,2019-11-01,2 lata,"1189.0, Karfilzomib","728,28","764,69","764,69",B.54.,bezpłatny,0
255,Karfilzomib,"Kyprolis, proszek do sporządzania roztworu do infuzji, 60 mg",1 fiol.,05909991256388,2019-07-01,2 lata,"1189.0, Karfilzomib","4369,68","4588,16","4588,14",B.54.,bezpłatny,0
256,Ketoanalogi aminokwasów,"Ketosteril, tabl. powl., 630 mg",100 szt.,05909990338511,2021-03-01,2 lata,"1220.0, Aminokwasy, w tym mieszaniny z polipeptydami","169,70","178,19","178,19",B.113.,bezpłatny,0
257,Lamivudinum,"Lamivudine Mylan, tabl. powl., 100 mg",28 szt.,05909991259907,2020-01-01,3 lata,"1067.0, Lamivudinum","90,72","95,26","95,26",B.1.,bezpłatny,0
258,Lamivudinum,"Zeffix, tabl. powl., 100 mg",28 szt.,05909990479610,2019-01-01,3 lata,"1067.0, Lamivudinum","121,47","127,54","95,26",B.1.,bezpłatny,0
260,Lapatynibum,"Tyverb, tabl. powl., 250 mg",140 tabl.(but.),05909990851973,2018-05-01,3 lata,"1068.0, Lapatynib","6457,49","6780,36","6780,36",B.9.,bezpłatny,0
259,Lapatynibum,"Tyverb, tabl. powl., 250 mg",70 tabl.(but.),05909990851966,2018-05-01,3 lata,"1068.0, Lapatynib","3228,75","3390,19","3390,19",B.9.,bezpłatny,0
261,Laronidasum,"Aldurazyme, koncentrat do sporządzania roztworu do infuzji, 100 j.m./ml",1 fiol.po 5 ml,05909990005673,2019-07-01,3 lata,"1069.0, Laronidasum","2304,72","2419,96","2419,96",B.24.,bezpłatny,0
262,L-carnitine,"L-karnityna, proszek, 1 g",50 sasz.,05016533045017,2020-03-01,2 lata,"1205.0, L-Karnityna","2187,87","2297,26","2297,26",B.109.,bezpłatny,0
263,Ledipasvirum + Sofosbuvirum,"Harvoni, tabl. powl., 90+400 mg",28 szt.,05391507141217,2019-11-01,3 lata,"1135.3, Leki przeciwwirusowe - ledipaswir, sofosbuwir","56158,92","58966,87","58966,87",B.71.,bezpłatny,0
264,Lenalidomidum,"Revlimid, kaps. twarde, 10 mg",21 szt.,05909990086702,<1>2019-03-01/<2>2021-01-01,3 lata,"1120.0, Lenalidomid","14276,96","14990,81","14990,81",<1>B.54.; <2>B.84.,bezpłatny,0
265,Lenalidomidum,"Revlimid, kaps. twarde, 15 mg",21 kaps.,05909990086764,2019-03-01,3 lata,"1120.0, Lenalidomid","15059,12","15812,08","15812,08",B.54.,bezpłatny,0
266,Lenalidomidum,"Revlimid, kaps. twarde, 25 mg",21 kaps.,05909990086771,2019-03-01,3 lata,"1120.0, Lenalidomid","16564,76","17393,00","17393,00",B.54.,bezpłatny,0
267,Lenalidomidum,"Revlimid, kaps. twarde, 5 mg",21 szt.,05909990086696,<1>2019-03-01/<2>2021-01-01,3 lata,"1120.0, Lenalidomid","13616,86","14297,70","14297,70",<1>B.54.; <2>B.84.,bezpłatny,0
268,Levodopum + Carbidopum,"Duodopa, żel dojelitowy, 20+5 mg/ml",1 szt. (7 kasetek po 100 ml),05909990419135,2019-05-01,2 lata,"1162.0, Lewodopa, karbidopa","2889,09","3033,54","3033,54",B.90.,bezpłatny,0
269,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326111,2020-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","2268,00","2381,40","2381,40",B.15.,bezpłatny,0
270,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1500 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326128,2020-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","3402,00","3572,10","3572,10",B.15.,bezpłatny,0
271,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326135,2020-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","4536,00","4762,80","4762,80",B.15.,bezpłatny,0
272,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326098,2020-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","567,00","595,35","595,35",B.15.,bezpłatny,0
273,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2500 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326142,2020-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","5670,00","5953,50","5953,50",B.15.,bezpłatny,0
274,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 3000 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326159,2020-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","6804,00","7144,20","7144,20",B.15.,bezpłatny,0
275,Lonoctocog alfa,"Afstyla, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 j.m.",1 fiol. proszku + 1 fiol rozp. + zestaw do podawania,05909991326104,2020-09-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","1134,00","1190,70","1190,70",B.15.,bezpłatny,0
276,Macytentan,"Opsumit, tabl. powl., 10 mg",30 tabl.,07640111931133,2019-09-01,3 lata,"1139.0, Macytentan","10277,90","10791,80","10791,80",B.31.,bezpłatny,0
277,Mecaserminum,"Increlex, roztwór do wstrzykiwań, 10 mg/ml",1 fiol.po 4 ml,05909990076024,2020-09-01,3 lata,"1071.0, Mecasermine","2664,93","2798,18","2798,18",B.20.,bezpłatny,0
279,Mepolizumabum,"Nucala, roztwór do wstrzykiwań, 100 mg",1 ampułko-strzykawka,05909991407148,2019-11-01,2 lata,"1167.0, Mepolizumab","4212,00","4422,60","4422,60",B.44.,bezpłatny,0
278,Mepolizumabum,"Nucala, proszek do sporządzania roztworu do wstrzykiwań, 100 mg",1 fiol. proszku,05909991246617,2019-11-01,2 lata,"1167.0, Mepolizumab","4212,00","4422,60","4422,60",B.44.,bezpłatny,0
280,Mepolizumabum,"Nucala, roztwór do wstrzykiwań, 100 mg",1 wstrzykiwacz,05909991407018,2019-11-01,2 lata,"1167.0, Mepolizumab","4212,00","4422,60","4422,60",B.44.,bezpłatny,0
281,Migalastatum,"Galafold, kaps. twarde, 123 mg",14 szt.,05909991390273,2020-11-01,2 lata,"1215.0, Migalastatum","64570,89","67799,43","67799,43",B.104.,bezpłatny,0
282,Natalizumabum,"Tysabri, koncentrat do sporządzania roztworu do infuzji, 300 mg",1 fiol.po 15 ml,05909990084333,2020-09-01,2 lata,"1116.0, Natalizumab","6156,00","6463,80","6463,80",B.46.,bezpłatny,0
283,Nilotynibum,"Tasigna, kaps. twarde, 200 mg",112 szt.,05909990073535,2020-11-01,3 lata,"1072.0, Nilotynib","10588,46","11117,88","11117,88",B.14.,bezpłatny,0
284,Nintedanibum,"Ofev, kapsułki miękkie, 100 mg",60 szt.,05909991206444,2020-03-01,2 lata,"1173.0, Nintedanib","5238,00","5499,90","5499,90",B.87.,bezpłatny,0
285,Nintedanibum,"Ofev, kapsułki miękkie, 150 mg",60 szt.,05909991206468,2020-03-01,2 lata,"1173.0, Nintedanib","9288,00","9752,40","9752,40",B.87.,bezpłatny,0
287,Nintedanibum,"Vargatef, kapsułki miękkie, 100 mg",120 szt.,05909991203894,2020-09-01,2 lata,"1178.0, Nintedanib - 2","9743,12","10230,28","10230,28",B.6.,bezpłatny,0
286,Nintedanibum,"Vargatef, kapsułki miękkie, 100 mg",60 szt.,05909991203887,2020-09-01,2 lata,"1178.0, Nintedanib - 2","6192,00","6501,60","5115,14",B.6.,bezpłatny,0
288,Nintedanibum,"Vargatef, kapsułki miękkie, 150 mg",60 szt.,05909991203900,2020-09-01,2 lata,"1178.0, Nintedanib - 2","9288,00","9752,40","7672,71",B.6.,bezpłatny,0
289,Nitisinonum,"Nitisinone  MDK, kaps. twarde, 10 mg",60 szt.,05909991358334,2020-11-01,3 lata,"1140.0, Nityzynon","5212,35","5472,97","5472,95",B.76.,bezpłatny,0
290,Nitisinonum,"Nitisinone  MDK, kaps. twarde, 2 mg",60 szt.,05909991358310,2020-11-01,3 lata,"1140.0, Nityzynon","1042,47","1094,59","1094,59",B.76.,bezpłatny,0
291,Nitisinonum,"Nitisinone  MDK, kaps. twarde, 5 mg",60 szt.,05909991358327,2020-11-01,3 lata,"1140.0, Nityzynon","2606,18","2736,49","2736,48",B.76.,bezpłatny,0
292,Nitisinonum,"Orfadin, kaps. twarde, 10 mg",60 kaps.,07350031442182,2019-11-01,3 lata,"1140.0, Nityzynon","6318,00","6633,90","5472,95",B.76.,bezpłatny,0
293,Nitisinonum,"Orfadin, kaps. twarde, 10 mg",60 kaps.,05909990214778,2019-11-01,3 lata,"1140.0, Nityzynon","6318,00","6633,90","5472,95",B.76.,bezpłatny,0
294,Nitisinonum,"Orfadin, kaps. twarde, 2 mg",60 kaps.,05909990214754,2019-11-01,3 lata,"1140.0, Nityzynon","1263,60","1326,78","1094,59",B.76.,bezpłatny,0
295,Nitisinonum,"Orfadin, kaps. twarde, 2 mg",60 kaps.,07350031442267,2019-11-01,3 lata,"1140.0, Nityzynon","1263,60","1326,78","1094,59",B.76.,bezpłatny,0
296,Nitisinonum,"Orfadin, kaps. twarde, 20 mg",60 kaps.,07350031441833,2019-11-01,3 lata,"1140.0, Nityzynon","12636,00","13267,80","10945,90",B.76.,bezpłatny,0
297,Nitisinonum,"Orfadin, kaps. twarde, 20 mg",60 kaps.,05909991218133,2019-11-01,3 lata,"1140.0, Nityzynon","12636,00","13267,80","10945,90",B.76.,bezpłatny,0
298,Nitisinonum,"Orfadin, kaps. twarde, 5 mg",60 kaps.,05909990214761,2019-11-01,3 lata,"1140.0, Nityzynon","3159,00","3316,95","2736,48",B.76.,bezpłatny,0
299,Nitisinonum,"Orfadin, kaps. twarde, 5 mg",60 kaps.,07350031442229,2019-11-01,3 lata,"1140.0, Nityzynon","3159,00","3316,95","2736,48",B.76.,bezpłatny,0
301,Nivolumabum,"Opdivo, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 10 ml,05909991220518,<1><2><5>2020-09-01/<3>2019-09-01/<4>2021-01-01,2 lata,"1144.0, Niwolumab","6388,86","6708,30","6708,30",<1>B.6.; <2>B.10.; <3>B.52.; <4>B.59.; <5>B.100.,bezpłatny,0
300,Nivolumabum,"Opdivo, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 4 ml,05909991220501,<1><2><5>2020-09-01/<3>2019-09-01/<4>2021-01-01,2 lata,"1144.0, Niwolumab","2555,54","2683,32","2683,32",<1>B.6.; <2>B.10.; <3>B.52.; <4>B.59.; <5>B.100.,bezpłatny,0
302,Nonacog alfa,"BeneFIX, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 j.m.",1 fiol. + 1 amp.-strz. + 1 zestaw,05909990057207,2019-07-01,3 lata,"1091.1, Factor IX coagulationis humanus recombinate","2669,76","2803,25","2803,25",B.15.,bezpłatny,0
303,Nonacog alfa,"BeneFIX, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 j.m.",1 fiol. + 1 amp.-strz. + 1 zestaw,05909990057221,2019-07-01,3 lata,"1091.1, Factor IX coagulationis humanus recombinate","5339,52","5606,50","5606,50",B.15.,bezpłatny,0
304,Nonacog alfa,"BeneFIX, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 j.m.",1 fiol. + 1 amp.-strz. + 1 zestaw,05909990057184,2019-07-01,3 lata,"1091.1, Factor IX coagulationis humanus recombinate","667,44","700,81","700,81",B.15.,bezpłatny,0
305,Nonacog alfa,"BeneFIX, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 j.m.",1 fiol. + 1 amp.-strz. + 1 zestaw,05909990057191,2019-07-01,3 lata,"1091.1, Factor IX coagulationis humanus recombinate","1334,88","1401,62","1401,62",B.15.,bezpłatny,0
