 A 1. Leki refundowane dostępne w aptece na receptę w całym zakresie zarejestrowanych wskazań i przeznaczeń lub we wskazaniu określonym stanem klinicznym,,,,,,,,,,,,,,,
LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
2381,Metformini hydrochloridum,"Symformin XR, tabletki o przedłużonym uwalnianiu, 500 mg",30 tabl.,05909991271695,"2018-11-01  - dla kolumny M, 2018-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","6,31","6,63","7,80","3,74",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"7,26"
2382,Metformini hydrochloridum,"Symformin XR, tabletki o przedłużonym uwalnianiu, 500 mg",60 tabl.,05909991271701,"2018-11-01  - dla kolumny M, 2018-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","12,61","13,24","15,50","7,48",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"11,22"
2383,Metformini hydrochloridum,"Symformin XR, tabletki o przedłużonym uwalnianiu, 750 mg",30 tabl.,05909991271732,"2018-11-01  - dla kolumny M, 2018-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","9,46","9,93","11,69","5,61",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"9,28"
2384,Metformini hydrochloridum,"Symformin XR, tabletki o przedłużonym uwalnianiu, 750 mg",60 tabl.,05909991271749,"2018-11-01  - dla kolumny M, 2018-11-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","18,92","19,87","23,01","11,21",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"15,00"
2385,Metforminum,"Avamina, tabl. powl., 1000 mg",30 szt. (3 blist.po 10 szt.),05909990765423,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","5,40","5,67","7,93","7,48",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,65"
2386,Metforminum,"Avamina, tabl. powl., 500 mg",30 szt. (3 blist.po 10 szt.),05909990765379,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","2,59","2,72","3,89","3,74",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,35"
2387,Metforminum,"Avamina, tabl. powl., 850 mg",30 szt. (3 blist.po 10 szt.),05909990765393,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","4,32","4,54","6,53","6,36",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,37"
2388,Metforminum,"Glucophage, tabl. powl., 850 mg",60 szt.,05909990789306,"2019-09-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","9,50","9,98","13,47","12,71",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,96"
2389,Metforminum,"Glucophage 1000 mg, tabl. powl., 1000 mg",30 szt. (2 blist.po 15 szt.),05909990717248,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","5,67","5,95","8,21","7,48",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,93"
2390,Metforminum,"Glucophage 500 mg, tabl. powl., 500 mg",30 szt.,05909990789276,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","3,99","4,19","5,36","3,74",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"4,82"
2391,Metforminum,"Glucophage XR, tabl. o przedłużonym uwalnianiu, 500 mg",30 szt. (2 blist.po 15 szt.),05909990624751,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","7,80","8,19","9,36","3,74",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"8,82"
2392,Metforminum,"Glucophage XR, tabl. o przedłużonym uwalnianiu, 750 mg",30 szt. (2 blist.po 15 szt.),05909990213429,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","11,70","12,29","14,05","5,61",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"11,64"
2393,Metforminum,"Metformax 1000, tabl. powl., 1000 mg",60 szt.,05909990933181,"2018-11-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","11,38","11,95","15,78","14,95",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"4,03"
2394,Metforminum,"Metformax 1000, tabl. powl., 1000 mg",90 tabl.,05909990933198,"2018-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","5 lat - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","16,84","17,68","22,70","22,43",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"5,07"
2395,Metforminum,"Metformax 500, tabl., 500 mg",60 szt.,05909990935253,"<1>2018-09-01/<2>2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","7,58","7,96","10,22","7,48",<1>Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"5,94"
2396,Metforminum,"Metformax 500, tabl., 500 mg",60 szt.,05909990935253,<1>2018-09-01/<2>2020-03-01,3 lata,"15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","7,58","7,96","10,22","7,48","<2>Nieprawidłowa tolerancja glukozy (stan przedcukrzycowy), gdy za pomocą ściśle przestrzeganej diety i ćwiczeń fizycznych nie można uzyskać prawidłowego stężenia glukozy we krwi",,30%,"4,98"
2397,Metforminum,"Metformax 850, tabl., 850 mg",60 szt.,05909990935260,"2018-09-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","10,47","10,99","14,48","12,71",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"4,97"
2398,Metforminum,"Metformin Bluefish, tabl. powl., 1000 mg",30 szt.,05909990705894,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","3,94","4,14","6,40","6,40",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,20"
2399,Metforminum,"Metformin Bluefish, tabl. powl., 500 mg",30 szt.,05909990705474,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","2,00","2,10","3,27","3,27",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,20"
2400,Metforminum,"Metformin Bluefish, tabl. powl., 850 mg",30 szt.,05909990705726,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","3,02","3,17","5,17","5,17",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,20"
2401,Metforminum,"Metformin Galena, tabl., 500 mg",30 szt. (3 blist.po 10 szt.),05909990462018,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","2,81","2,95","4,12","3,74",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,58"
2402,Metforminum,"Metformin Galena, tabl., 850 mg",30 szt. (2 blist.po 15 szt.),05909990928019,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","4,75","4,99","6,98","6,36",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,82"
2403,Metforminum,"Metifor, tabl., 500 mg",30 szt. (3 blist.po 10 szt.),05909990495115,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","2,81","2,95","4,12","3,74",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,58"
2404,Metforminum,"Siofor 1000, tabl. powl., 1000 mg",120 szt. (8 blist.po 15 szt.),05909990221028,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","22,36","23,48","29,50","29,50",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"6,40"
2405,Metforminum,"Siofor 1000, tabl. powl., 1000 mg",30 szt. (2 blist.po 15 szt.),05909990220984,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","5,59","5,87","8,14","7,48",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,86"
2406,Metforminum,"Siofor 1000, tabl. powl., 1000 mg",60 szt. (4 blist.po 15 szt.),05909990220991,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","11,18","11,74","15,58","14,95",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,83"
2407,Metforminum,"Siofor 1000, tabl. powl., 1000 mg",90 szt. (6 blist.po 15 szt.),05909990221004,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","16,77","17,61","22,63","22,43",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"5,00"
2408,Metforminum,"Siofor 500, tabl. powl., 500 mg",120 szt. (12 blist.po 10 szt.),05909990457236,"2019-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","11,19","11,75","15,59","14,95",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,84"
2409,Metforminum,"Siofor 500, tabl. powl., 500 mg",30 szt. (2 blist.po 15 szt.),05909990457212,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","3,19","3,35","4,52","3,74",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,98"
2410,Metforminum,"Siofor 500, tabl. powl., 500 mg",60 szt. (6 blist.po 10 szt.),05909990457229,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","5,59","5,87","8,14","7,48",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,86"
2411,Metforminum,"Siofor 500, tabl. powl., 500 mg",90 tabl.,04013054024331,"2019-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","8,39","8,81","11,95","11,21",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,94"
2412,Metforminum,"Siofor 850, tabl. powl., 850 mg",120 szt. (8 blist.po 15 szt.),05909990457335,"2019-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","19,07","20,02","25,51","25,42",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"5,53"
2413,Metforminum,"Siofor 850, tabl. powl., 850 mg",30 szt. (2 blist.po 15 szt.),05909990457311,"2019-01-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","4,75","4,99","6,98","6,36",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,82"
2414,Metforminum,"Siofor 850, tabl. powl., 850 mg",60 tabl.,05909990457328,"2018-07-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","9,45","9,92","13,42","12,71",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"3,91"
2415,Metforminum,"Siofor 850, tabl. powl., 850 mg",90 szt.,04013054024348,"2019-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","15.0, Doustne leki przeciwcukrzycowe - biguanidy o działaniu przeciwcukrzycowym - metformina","14,31","15,03","19,52","19,07",Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,"4,53"
2416,Methadoni hydrochloridum,"Methadone hydrochloride Molteni, syrop, 1 mg/ml",10 ml,05909990719013,2019-01-01,3 lata,"150.3, Opioidowe leki przeciwbólowe - metadon","4,75","4,99","5,76","2,46",Nowotwory złośliwe,,ryczałt,"5,76"
2417,Methadoni hydrochloridum,"Methadone hydrochloride Molteni, syrop, 1 mg/ml",100 ml,05909990792016,2019-01-01,3 lata,"150.3, Opioidowe leki przeciwbólowe - metadon","18,36","19,28","24,64","24,64",Nowotwory złośliwe,,ryczałt,"3,20"
2418,Methadoni hydrochloridum,"Methadone hydrochloride Molteni, syrop, 1 mg/ml",20 ml,05909990718917,2019-01-01,3 lata,"150.3, Opioidowe leki przeciwbólowe - metadon","5,08","5,33","6,88","4,93",Nowotwory złośliwe,,ryczałt,"5,15"
2419,Methotrexat,"Metotab, tabl., 7.5 mg",100 tabl.,05909991064266,"2019-11-01  - dla kolumny M, 2020-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.1, Leki przeciwnowotworowe i immunomodulujące - antymetabolity - metotreksat do stosowania doustnego","46,98","49,33","58,76","57,64",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,sarkoidoza; ziarniniakowe choroby płuc - w przypadkach innych niż określone w ChPL,ryczałt,"33,12"
2420,Methotrexatum,"Ebetrexat, roztwór do wstrzykiwań w ampułko-strzykawce, 20 mg/ml","1 amp.-strz.a 0,375 ml",05907626701852,"2018-07-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","16,49","17,31","22,27","22,27",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,20"
2421,Methotrexatum,"Ebetrexat, roztwór do wstrzykiwań w ampułko-strzykawce, 20 mg/ml","4 amp.-strz.po 0,375 ml",05907626701869,"2020-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","73,22","76,88","88,31","88,31",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,20"
2422,Methotrexatum,"Ebetrexat, roztwór do wstrzykiwań w ampułko-strzykawce, 20 mg/ml","4 amp.-strz.po 0,5 ml",05907626701920,"2020-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","97,63","102,51","115,63","115,63",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,20"
2423,Methotrexatum,"Ebetrexat, roztwór do wstrzykiwań w ampułko-strzykawce, 20 mg/ml","4 amp.-strz.po 0,75 ml",05907626702040,"2020-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","146,45","153,77","169,19","169,19",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,20"
2424,Methotrexatum,"Ebetrexat, roztwór do wstrzykiwań w ampułko-strzykawce, 20 mg/ml",4 amp.-strz.po 1 ml,05909990735242,"2020-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","195,26","205,02","222,14","222,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,41"
2425,Methotrexatum,"Ebetrexat, roztwór do wstrzykiwań w ampułko-strzykawce, 20 mg/ml","4 amp.-strz.po 1,25 ml",05909990735273,"2020-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","244,08","256,28","274,55","274,55",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"4,27"
2426,Methotrexatum,"Ebetrexat, roztwór do wstrzykiwań w ampułko-strzykawce, 20 mg/ml","4 amp.-strz.po 1,5 ml",05909990735303,"2020-09-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","292,90","307,55","326,97","326,97",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,12"
2427,Methotrexatum,"Metex, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","12 amp.-strz.po 0,15 ml",05909990791286,"2019-05-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","216,85","227,69","245,38","245,38",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"3,84"
2428,Methotrexatum,"Metex, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","12 amp.-strz.po 0,2 ml",05909990791347,"2019-05-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","289,14","303,60","323,02","323,02",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,12"
2429,Methotrexatum,"Metex, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","12 amp.-strz.po 0,25 ml",05909990922741,"2018-07-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","372,60","391,23","412,39","412,39",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"6,40"
2430,Methotrexatum,"Metex, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","12 amp.-strz.po 0,3 ml",05909990791392,"2019-05-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","433,71","455,40","478,29","478,29",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"7,68"
2431,Methotrexatum,"Metex, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","12 amp.-strz.po 0,35 ml",05909990922758,"2018-07-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","521,64","547,72","572,34","572,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"8,96"
2432,Methotrexatum,"Metex, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","12 amp.-strz.po 0,4 ml",05909990791477,"2019-05-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","578,28","607,19","633,54","633,54",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"10,24"
2433,Methotrexatum,"Metex, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","12 amp.-strz.po 0,45 ml",05909990922765,"2018-07-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","670,68","704,21","732,29","732,29",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"11,52"
2434,Methotrexatum,"Metex, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","12 amp.-strz.po 0,5 ml",05909990791521,"2019-05-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","722,84","758,98","788,79","788,79",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"12,80"
2435,Methotrexatum,"Metex, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","12 amp.-strz.po 0,55 ml",05909990922772,"2018-07-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","819,72","860,71","892,25","892,25",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"14,08"
2436,Methotrexatum,"Metex, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","12 amp.-strz.po 0,6 ml",05909990928125,"2019-05-01  - dla kolumny M, 2020-03-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","894,24","938,95","972,22","972,22",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"15,36"
2437,Methotrexatum,"Methofill, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg/ml","1 amp.-strz.po 0,15 ml",05055565730881,"2020-03-01  - dla kolumny M, 2020-09-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","120.2, Leki przeciwnowotworowe i immunomodulujące - inne immunosupresanty - metotreksat do stosowania podskórnego","18,60","19,53","24,49","22,27",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,choroby autoimmunizacyjne inne niż określone w ChPL,ryczałt,"5,42"
