LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
150,Emplastri conlativi,"Clean WND 15x20 cm, opatrunek specjalistyczny, 300 cm²",1 szt.,8681349103939,2022-09-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","15,07","15,82","20,52","20,52",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
151,Emplastri conlativi,"HydroTac 10x10 cm, jałowy opatrunek hydropolimerowy, 100 cm²",1 szt.,4049500737043,2022-07-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","8,16","8,57","10,68","7,25",Przewlekłe owrzodzenia,,30%,"5,61"
152,Emplastri conlativi,"HydroTac 10x10 cm, jałowy opatrunek hydropolimerowy, 100 cm²",1 szt.,4049500737043,2022-07-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","8,16","8,57","10,68","7,25",Epidermolysis bullosa,,bezpłatny do limitu,"3,43"
153,Emplastri conlativi,"HydroTac 10x20 cm, jałowy opatrunek hydropolimerowy, 200 cm²",1 szt.,4049500737074,2022-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","17,28","18,14","21,77","14,50",Przewlekłe owrzodzenia,,30%,"11,62"
154,Emplastri conlativi,"HydroTac 10x20 cm, jałowy opatrunek hydropolimerowy, 200 cm²",1 szt.,4049500737074,2022-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","17,28","18,14","21,77","14,50",Epidermolysis bullosa,,bezpłatny do limitu,"7,27"
155,Emplastri conlativi,"HydroTac 15x15 cm, jałowy opatrunek hydropolimerowy, 225 cm²",1 szt.,4049500737258,2022-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","19,20","20,16","24,06","16,32",Przewlekłe owrzodzenia,,30%,"12,64"
156,Emplastri conlativi,"HydroTac 15x15 cm, jałowy opatrunek hydropolimerowy, 225 cm²",1 szt.,4049500737258,2022-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","19,20","20,16","24,06","16,32",Epidermolysis bullosa,,bezpłatny do limitu,"7,74"
157,Emplastri conlativi,"HydroTac 20x20 cm, jałowy opatrunek hydropolimerowy, 400 cm²",1 szt.,4049500737401,2022-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","29,68","31,16","36,86","29,00",Przewlekłe owrzodzenia,,30%,"16,56"
158,Emplastri conlativi,"HydroTac 20x20 cm, jałowy opatrunek hydropolimerowy, 400 cm²",1 szt.,4049500737401,2022-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","29,68","31,16","36,86","29,00",Epidermolysis bullosa,,bezpłatny do limitu,"7,86"
159,Emplastri conlativi,"HydroTac comfort 12,5x12,5 cm, jałowy opatrunek hydropolimerowy, 156.25 cm²",1 szt.,4049500736534,2022-07-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","7,93","8,33","11,33","11,33",Przewlekłe owrzodzenia,,30%,"3,40"
160,Emplastri conlativi,"HydroTac comfort 12,5x12,5 cm, jałowy opatrunek hydropolimerowy, 156.25 cm²",1 szt.,4049500736534,2022-07-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","7,93","8,33","11,33","11,33",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
161,Emplastri conlativi,"HydroTac comfort 15x15 cm, jałowy opatrunek hydropolimerowy, 225 cm²",1 szt.,4049500736596,2022-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","11,86","12,45","16,35","16,32",Przewlekłe owrzodzenia,,30%,"4,93"
162,Emplastri conlativi,"HydroTac comfort 15x15 cm, jałowy opatrunek hydropolimerowy, 225 cm²",1 szt.,4049500736596,2022-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","11,86","12,45","16,35","16,32",Epidermolysis bullosa,,bezpłatny do limitu,"0,03"
163,Emplastri conlativi,"HydroTac comfort 20x20 cm, jałowy opatrunek hydropolimerowy, 400 cm²",1 szt.,4049500736749,2022-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","20,29","21,30","27,00","27,00",Przewlekłe owrzodzenia,,30%,"8,10"
164,Emplastri conlativi,"HydroTac comfort 20x20 cm, jałowy opatrunek hydropolimerowy, 400 cm²",1 szt.,4049500736749,2022-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","20,29","21,30","27,00","27,00",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
165,Emplastri hydrocolloidosa,"Biatain Silicone 12,5x12,5 cm, opatrunek piankowy z silikonem, 156.25 cm²",1 szt.,5708932699136,2022-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","14,85","15,59","20,18","18,70",Przewlekłe owrzodzenia,,30%,"7,09"
166,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy 10x10 cm, opatrunek, 100 cm²",1 szt.,0768455150946,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","6,16","6,47","8,48","6,72",Przewlekłe owrzodzenia,,30%,"3,78"
167,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy 10x10 cm, opatrunek, 100 cm²",1 szt.,0768455150946,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","6,16","6,47","8,48","6,72",Epidermolysis bullosa,,bezpłatny do limitu,"1,76"
168,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy 15x15 cm, opatrunek, 225 cm²",1 szt.,0768455150892,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","11,29","11,85","15,62","15,11",Przewlekłe owrzodzenia,,30%,"5,04"
169,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy 15x15 cm, opatrunek, 225 cm²",1 szt.,0768455150892,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","11,29","11,85","15,62","15,11",Epidermolysis bullosa,,bezpłatny do limitu,"0,51"
170,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy 10x10 cm, opatrunek hydrokoloidowy, 100 cm²",1 szt.,0768455150823,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,99","5,24","7,25","6,72",Przewlekłe owrzodzenia,,30%,"2,55"
171,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy 10x10 cm, opatrunek hydrokoloidowy, 100 cm²",1 szt.,0768455150823,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,99","5,24","7,25","6,72",Epidermolysis bullosa,,bezpłatny do limitu,"0,53"
172,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy 15x15 cm, opatrunek hydrokoloidowy, 225 cm²",1 szt.,0768455150816,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","10,80","11,34","15,11","15,11",Przewlekłe owrzodzenia,,30%,"4,53"
173,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy 15x15 cm, opatrunek hydrokoloidowy, 225 cm²",1 szt.,0768455150816,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","10,80","11,34","15,11","15,11",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
174,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy 15x20 cm, opatrunek hydrokoloidowy, 300 cm²",1 szt.,0768455150809,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","14,96","15,71","20,23","20,15",Przewlekłe owrzodzenia,,30%,"6,13"
175,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy 15x20 cm, opatrunek hydrokoloidowy, 300 cm²",1 szt.,0768455150809,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","14,96","15,71","20,23","20,15",Epidermolysis bullosa,,bezpłatny do limitu,"0,08"
176,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy 20x20 cm, opatrunek hydrokoloidowy, 400 cm²",1 szt.,0768455150847,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","19,66","20,64","26,16","26,16",Przewlekłe owrzodzenia,,30%,"7,85"
177,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy 20x20 cm, opatrunek hydrokoloidowy, 400 cm²",1 szt.,0768455150847,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","19,66","20,64","26,16","26,16",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
178,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy 10x10 cm, opatrunek hydrokoloidowy, cienki, sterylny, 100 cm²",1 szt.,0768455157242,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,91","5,16","7,17","6,72",Przewlekłe owrzodzenia,,30%,"2,47"
179,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy 10x10 cm, opatrunek hydrokoloidowy, cienki, sterylny, 100 cm²",1 szt.,0768455157242,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,91","5,16","7,17","6,72",Epidermolysis bullosa,,bezpłatny do limitu,"0,45"
180,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy 15x15 cm, opatrunek hydrokoloidowy, cienki, sterylny, 225 cm²",1 szt.,0768455157259,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","10,98","11,53","15,30","15,11",Przewlekłe owrzodzenia,,30%,"4,72"
181,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy 15x15 cm, opatrunek hydrokoloidowy, cienki, sterylny, 225 cm²",1 szt.,0768455157259,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","10,98","11,53","15,30","15,11",Epidermolysis bullosa,,bezpłatny do limitu,"0,19"
182,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy 7,5x7,5 cm, opatrunek hydrokoloidowy, cienki, sterylny, 56.25 cm²",1 szt.,0768455150854,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","2,80","2,94","4,08","3,78",Przewlekłe owrzodzenia,,30%,"1,43"
183,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy 7,5x7,5 cm, opatrunek hydrokoloidowy, cienki, sterylny, 56.25 cm²",1 szt.,0768455150854,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","2,80","2,94","4,08","3,78",Epidermolysis bullosa,,bezpłatny do limitu,"0,30"
184,Emplastri hydrocolloidosa,"Hydrocoll 10x10 cm, jałowy opatrunek hydrokoloidowy, 100 cm²",1 szt.,4049500222464,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","7,40","7,77","9,78","6,72",Przewlekłe owrzodzenia,,30%,"5,08"
185,Emplastri hydrocolloidosa,"Hydrocoll 10x10 cm, jałowy opatrunek hydrokoloidowy, 100 cm²",1 szt.,4049500222464,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","7,40","7,77","9,78","6,72",Epidermolysis bullosa,,bezpłatny do limitu,"3,06"
186,Emplastri hydrocolloidosa,"Hydrocoll 15x15 cm, jałowy opatrunek hydrokoloidowy, 225 cm²",1 szt.,4049500222471,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","19,22","20,18","23,96","15,11",Przewlekłe owrzodzenia,,30%,"13,38"
187,Emplastri hydrocolloidosa,"Hydrocoll 15x15 cm, jałowy opatrunek hydrokoloidowy, 225 cm²",1 szt.,4049500222471,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","19,22","20,18","23,96","15,11",Epidermolysis bullosa,,bezpłatny do limitu,"8,85"
188,Emplastri hydrocolloidosa,"Hydrocoll 20x20 cm, jałowy opatrunek hydrokoloidowy, 400 cm²",1 szt.,4049500222488,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","31,10","32,66","38,18","26,86",Przewlekłe owrzodzenia,,30%,"19,38"
189,Emplastri hydrocolloidosa,"Hydrocoll 20x20 cm, jałowy opatrunek hydrokoloidowy, 400 cm²",1 szt.,4049500222488,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","31,10","32,66","38,18","26,86",Epidermolysis bullosa,,bezpłatny do limitu,"11,32"
190,Emplastri hydrocolloidosa,"Hydrocoll concave 8x12 cm, jałowy opatrunek hydrokoloidowy, 96 cm²",1 szt.,4049500222501,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","15,50","16,28","18,22","6,45",Przewlekłe owrzodzenia,,30%,"13,71"
191,Emplastri hydrocolloidosa,"Hydrocoll sacral 12x18 cm, jałowy opatrunek hydrokoloidowy, 216 cm²",1 szt.,4049500222259,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","24,01","25,21","28,89","14,51",Przewlekłe owrzodzenia,,30%,"18,73"
192,Emplastri hydrocolloidosa,"Hydrocoll thin 10x10 cm, jałowy opatrunek hydrokoloidowy, 100 cm²",1 szt.,4049500222525,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","6,35","6,67","8,68","6,72",Przewlekłe owrzodzenia,,30%,"3,98"
193,Emplastri hydrocolloidosa,"Hydrocoll thin 10x10 cm, jałowy opatrunek hydrokoloidowy, 100 cm²",1 szt.,4049500222525,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","6,35","6,67","8,68","6,72",Epidermolysis bullosa,,bezpłatny do limitu,"1,96"
194,Emplastri hydrocolloidosa,"Hydrocoll thin 15x15 cm, jałowy opatrunek hydrokoloidowy, 225 cm²",1 szt.,4049500222532,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","11,58","12,16","15,93","15,11",Przewlekłe owrzodzenia,,30%,"5,35"
195,Emplastri hydrocolloidosa,"Hydrocoll thin 15x15 cm, jałowy opatrunek hydrokoloidowy, 225 cm²",1 szt.,4049500222532,2022-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","11,58","12,16","15,93","15,11",Epidermolysis bullosa,,bezpłatny do limitu,"0,82"
196,Emplastri hydrocolloidosa,"Lomatuell Pro Opatrunek kontaktowy z warstwą hydrokoloidową 10x10 cm, opatrunek, 100 cm²",1 szt.,4021447546964,2022-11-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,75","4,99","7,00","6,72",Przewlekłe owrzodzenia,,30%,"2,30"
197,Emplastri hydrocolloidosa,"Lomatuell Pro Opatrunek kontaktowy z warstwą hydrokoloidową 10x20 cm, opatrunek, 200 cm²",1 szt.,4021447546995,2022-11-01,3 lata,"220.2, Opatrunki hydrokoloidowe","9,50","9,98","13,50","13,43",Przewlekłe owrzodzenia,,30%,"4,10"
198,Emplastri hydrocolloidosa,"Medisorb H 10x10 cm, opatrunek hydrokoloidowy, 100 cm²",1 szt.,5900516844721,2022-03-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,75","4,99","7,00","6,72",Przewlekłe owrzodzenia,,30%,"2,30"
199,Emplastri hydrocolloidosa,"Medisorb H 10x10 cm, opatrunek hydrokoloidowy, 100 cm²",1 szt.,5900516844721,2022-03-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,75","4,99","7,00","6,72",Epidermolysis bullosa,,bezpłatny do limitu,"0,28"
200,Emplastri hydrocolloidosa,"Medisorb H 15x15 cm, opatrunek hydrokoloidowy, 225 cm²",1 szt.,5900516844745,2022-03-01,3 lata,"220.2, Opatrunki hydrokoloidowe","10,79","11,33","15,10","15,10",Przewlekłe owrzodzenia,,30%,"4,53"
201,Emplastri hydrocolloidosa,"Medisorb H 15x15 cm, opatrunek hydrokoloidowy, 225 cm²",1 szt.,5900516844745,2022-03-01,3 lata,"220.2, Opatrunki hydrokoloidowe","10,79","11,33","15,10","15,10",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
202,Emplastri hydrocolloidosa,"Medisorb H 20x20 cm, opatrunek hydrokoloidowy, 400 cm²",1 szt.,5900516849290,2022-03-01,3 lata,"220.2, Opatrunki hydrokoloidowe","18,68","19,61","25,13","25,13",Przewlekłe owrzodzenia,,30%,"7,54"
203,Emplastri hydrocolloidosa,"Medisorb H 20x20 cm, opatrunek hydrokoloidowy, 400 cm²",1 szt.,5900516849290,2022-03-01,3 lata,"220.2, Opatrunki hydrokoloidowe","18,68","19,61","25,13","25,13",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
204,Emplastri hydrocolloidosa,"Purilon Gel, opatrunek hydrożelowy, 15 g",15 g,5701780645317,2022-01-01,3 lata,"220.12, Opatrunki w postaci żelu","8,59","9,02","10,57","4,54",Przewlekłe owrzodzenia,,30%,"7,39"
205,Emplastri hydrocolloidosa,"Purilon Gel, opatrunek hydrożelowy, 15 g",15 g,5701780645317,2022-01-01,3 lata,"220.12, Opatrunki w postaci żelu","8,59","9,02","10,57","4,54",Epidermolysis bullosa,,bezpłatny do limitu,"6,03"
206,Emplastri hydropolymerosa,"Aqua-Gel 10x12 cm, opatrunek hydrożelowy, 120 cm²",1 szt.,5900656000056,2022-01-01,3 lata,"220.5, Opatrunki hydrożelowe","5,81","6,10","8,39","7,80",Przewlekłe owrzodzenia,,30%,"2,93"
207,Emplastri hydropolymerosa,"Aqua-Gel 10x12 cm, opatrunek hydrożelowy, 120 cm²",1 szt.,5900656000056,2022-01-01,3 lata,"220.5, Opatrunki hydrożelowe","5,81","6,10","8,39","7,80",Epidermolysis bullosa,,bezpłatny do limitu,"0,59"
208,Emplastri hydropolymerosa,"Aqua-Gel 12x12 cm, opatrunek hydrożelowy, 144 cm²",1 szt.,5900656000063,2022-01-01,3 lata,"220.5, Opatrunki hydrożelowe","6,89","7,23","9,88","9,36",Przewlekłe owrzodzenia,,30%,"3,33"
209,Emplastri hydropolymerosa,"Aqua-Gel 12x12 cm, opatrunek hydrożelowy, 144 cm²",1 szt.,5900656000063,2022-01-01,3 lata,"220.5, Opatrunki hydrożelowe","6,89","7,23","9,88","9,36",Epidermolysis bullosa,,bezpłatny do limitu,"0,52"
210,Emplastri hydropolymerosa,"Aqua-Gel 12x24 cm, opatrunek hydrożelowy, 288 cm²",1 szt.,5900656000070,2022-01-01,3 lata,"220.5, Opatrunki hydrożelowe","13,66","14,34","18,71","18,71",Przewlekłe owrzodzenia,,30%,"5,61"
211,Emplastri hydropolymerosa,"Aqua-Gel 12x24 cm, opatrunek hydrożelowy, 288 cm²",1 szt.,5900656000070,2022-01-01,3 lata,"220.5, Opatrunki hydrożelowe","13,66","14,34","18,71","18,71",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
212,Emplastri hydropolymerosa,"Aqua-Gel 6x12 cm, opatrunek hydrożelowy, 72 cm²",1 szt.,5900656000032,2022-01-01,3 lata,"220.5, Opatrunki hydrożelowe","4,08","4,28","5,71","4,68",Przewlekłe owrzodzenia,,30%,"2,43"
213,Emplastri hydropolymerosa,"Aqua-Gel 6x12 cm, opatrunek hydrożelowy, 72 cm²",1 szt.,5900656000032,2022-01-01,3 lata,"220.5, Opatrunki hydrożelowe","4,08","4,28","5,71","4,68",Epidermolysis bullosa,,bezpłatny do limitu,"1,03"
214,Emplastri hydropolymerosa,"Aspirox, opatrunek w żelu, 250 ml",1 szt.,4260199571248,2021-07-01,3 lata,"220.12, Opatrunki w postaci żelu","60,48","63,50","74,46","74,46",Przewlekłe owrzodzenia,,30%,"22,34"
215,Emplastri hydropolymerosa,"Aspirox, opatrunek w żelu, 250 ml",1 szt.,4260199571248,2021-07-01,3 lata,"220.12, Opatrunki w postaci żelu","60,48","63,50","74,46","74,46",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
216,Emplastri hydropolymerosa,"Intrasite Gel, sterylny, czysty amorficznie hydrożel składający się ze zmodyfikowanego polimeru karboksymetylo celulozy, glikolu, 15 g",1 szt.,0000050223480,2023-01-01,3 lata,"220.12, Opatrunki w postaci żelu","7,88","8,27","9,82","4,54",Przewlekłe owrzodzenia,,30%,"6,64"
217,Emplastri hydropolymerosa,"Intrasite Gel, sterylny, czysty amorficznie hydrożel składający się ze zmodyfikowanego polimeru karboksymetylo celulozy, glikolu, 15 g",1 szt.,0000050223480,2023-01-01,3 lata,"220.12, Opatrunki w postaci żelu","7,88","8,27","9,82","4,54",Epidermolysis bullosa,,bezpłatny do limitu,"5,28"
218,Emplastri hydropolymerosa,"Microdacyn 60 Hydrogel, żel, 120 g",1 szt.,7503006698958,2023-03-01,3 lata,"220.12, Opatrunki w postaci żelu","38,07","39,97","47,12","36,29",Przewlekłe owrzodzenia,,30%,"21,72"
219,Emplastri hydropolymerosa,"Microdacyn 60 Hydrogel, żel, 120 g",1 szt.,7503006698958,2023-03-01,3 lata,"220.12, Opatrunki w postaci żelu","38,07","39,97","47,12","36,29",Epidermolysis bullosa,,bezpłatny do limitu,"10,83"
220,Emplastri hydropolymerosa,"Microdacyn 60 Hydrogel, żel, 250 g",1 szt.,7503006698965,2023-03-01,3 lata,"220.12, Opatrunki w postaci żelu","61,56","64,64","75,60","75,60",Przewlekłe owrzodzenia,,30%,"22,68"
221,Emplastri hydropolymerosa,"Microdacyn 60 Hydrogel, żel, 250 g",1 szt.,7503006698965,2023-03-01,3 lata,"220.12, Opatrunki w postaci żelu","61,56","64,64","75,60","75,60",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
222,Emplastri microfibricum cellulosae,"Adaptic 12,7x22,9 cm, opatrunek, 290.83 cm²",1 szt.,15051978000174,2022-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","27,49","28,86","35,66","34,81",Przewlekłe owrzodzenia,,30%,"11,29"
223,Emplastri microfibricum cellulosae,"Adaptic 12,7x22,9 cm, opatrunek, 290.83 cm²",1 szt.,15051978000174,2022-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","27,49","28,86","35,66","34,81",Epidermolysis bullosa,,bezpłatny do limitu,"0,85"
224,Emplastri microfibricum cellulosae,"Adaptic 7,6x40,6 cm, opatrunek, 308.56 cm²",1 szt.,15051978000167,2022-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","29,16","30,62","37,69","36,93",Przewlekłe owrzodzenia,,30%,"11,84"
225,Emplastri microfibricum cellulosae,"Adaptic 7,6x40,6 cm, opatrunek, 308.56 cm²",1 szt.,15051978000167,2022-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","29,16","30,62","37,69","36,93",Epidermolysis bullosa,,bezpłatny do limitu,"0,76"
226,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 10x10 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 100 cm²",1 szt.,5000223463908,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","6,80","7,14","10,60","10,60",Przewlekłe owrzodzenia,,30%,"3,18"
227,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 10x10 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 100 cm²",1 szt.,5000223463908,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","6,80","7,14","10,60","10,60",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
228,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 10x20 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 200 cm²",1 szt.,5000223476182,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","14,04","14,74","20,19","20,19",Przewlekłe owrzodzenia,,30%,"6,06"
229,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 10x20 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 200 cm²",1 szt.,5000223476182,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","14,04","14,74","20,19","20,19",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
230,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 12,5x12,5 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 156.25 cm²",1 szt.,5000223463960,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","10,69","11,22","15,80","15,80",Przewlekłe owrzodzenia,,30%,"4,74"
231,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 12,5x12,5 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 156.25 cm²",1 szt.,5000223463960,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","10,69","11,22","15,80","15,80",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
232,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 17,5x17,5 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 306.25 cm²",1 szt.,5000223463991,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,49","22,56","29,59","29,59",Przewlekłe owrzodzenia,,30%,"8,88"
233,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 17,5x17,5 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 306.25 cm²",1 szt.,5000223463991,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","21,49","22,56","29,59","29,59",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
234,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 7,5x7,5 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 56.25 cm²",1 szt.,5000223463878,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","4,16","4,37","6,54","6,54",Przewlekłe owrzodzenia,,30%,"1,96"
235,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 7,5x7,5 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 56.25 cm²",1 szt.,5000223463878,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","4,16","4,37","6,54","6,54",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
236,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Heel 23x23,2 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 471 cm²",1 szt.,5000223465230,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","33,48","35,15","44,30","44,30",Przewlekłe owrzodzenia,,30%,"13,29"
237,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Heel 23x23,2 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 471 cm²",1 szt.,5000223465230,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","33,48","35,15","44,30","44,30",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
238,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Lite 10x10 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 100 cm²",1 szt.,5000223475499,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","6,80","7,14","10,60","10,60",Przewlekłe owrzodzenia,,30%,"3,18"
239,Emplastri microfibricum cellulosae,"Allevyn Gentle Border Lite 10x10 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 100 cm²",1 szt.,5000223475499,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","6,80","7,14","10,60","10,60",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
