LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
154,Emplastri conlativi,"Clean WND, opatrunek specjalistyczny, 15x20 cm²",1 szt.,8681349103922,2019-11-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","15,07","15,82","20,48","20,48",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
155,Emplastri conlativi,"HydroTac, jałowy opatrunek hydropolimerowy, 10x10 cm²",1 szt.,4049500737043,2019-07-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","8,16","8,57","10,66","6,83",Przewlekłe owrzodzenia,,30%,"5,88"
156,Emplastri conlativi,"HydroTac, jałowy opatrunek hydropolimerowy, 10x10 cm²",1 szt.,4049500737043,2019-07-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","8,16","8,57","10,66","6,83",Epidermolysis bullosa,,bezpłatny do limitu,"3,83"
157,Emplastri conlativi,"HydroTac, jałowy opatrunek hydropolimerowy, 10x20 cm²",1 szt.,4049500737074,2019-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","17,58","18,46","22,07","13,65",Przewlekłe owrzodzenia,,30%,"12,52"
158,Emplastri conlativi,"HydroTac, jałowy opatrunek hydropolimerowy, 10x20 cm²",1 szt.,4049500737074,2019-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","17,58","18,46","22,07","13,65",Epidermolysis bullosa,,bezpłatny do limitu,"8,42"
159,Emplastri conlativi,"HydroTac, jałowy opatrunek hydropolimerowy, 15x15 cm²",1 szt.,4049500737258,2019-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","19,20","20,16","24,03","15,36",Przewlekłe owrzodzenia,,30%,"13,28"
160,Emplastri conlativi,"HydroTac, jałowy opatrunek hydropolimerowy, 15x15 cm²",1 szt.,4049500737258,2019-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","19,20","20,16","24,03","15,36",Epidermolysis bullosa,,bezpłatny do limitu,"8,67"
161,Emplastri conlativi,"HydroTac, jałowy opatrunek hydropolimerowy, 20x20 cm²",1 szt.,4049500737401,2019-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","29,68","31,16","36,83","27,31",Przewlekłe owrzodzenia,,30%,"17,71"
162,Emplastri conlativi,"HydroTac, jałowy opatrunek hydropolimerowy, 20x20 cm²",1 szt.,4049500737401,2019-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","29,68","31,16","36,83","27,31",Epidermolysis bullosa,,bezpłatny do limitu,"9,52"
163,Emplastri conlativi,"HydroTac comfort, jałowy opatrunek hydropolimerowy, 12,5x12,5 cm²",1 szt.,4049500736534,2019-07-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","7,93","8,33","11,30","10,67",Przewlekłe owrzodzenia,,30%,"3,83"
164,Emplastri conlativi,"HydroTac comfort, jałowy opatrunek hydropolimerowy, 12,5x12,5 cm²",1 szt.,4049500736534,2019-07-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","7,93","8,33","11,30","10,67",Epidermolysis bullosa,,bezpłatny do limitu,"0,63"
165,Emplastri conlativi,"HydroTac comfort, jałowy opatrunek hydropolimerowy, 15x15 cm²",1 szt.,4049500736596,2019-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","11,88","12,47","16,34","15,36",Przewlekłe owrzodzenia,,30%,"5,59"
166,Emplastri conlativi,"HydroTac comfort, jałowy opatrunek hydropolimerowy, 15x15 cm²",1 szt.,4049500736596,2019-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","11,88","12,47","16,34","15,36",Epidermolysis bullosa,,bezpłatny do limitu,"0,98"
167,Emplastri conlativi,"HydroTac comfort, jałowy opatrunek hydropolimerowy, 20x20 cm²",1 szt.,4049500736749,2019-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","20,35","21,37","27,04","27,04",Przewlekłe owrzodzenia,,30%,"8,11"
168,Emplastri conlativi,"HydroTac comfort, jałowy opatrunek hydropolimerowy, 20x20 cm²",1 szt.,4049500736749,2019-05-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","20,35","21,37","27,04","27,04",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
169,Emplastri conlativi,"Suprasorb X+PHMB, opatrunek, z uwodnionej celulozy hydrobalans z PHMB, sterylny, 5x5 cm, opatrunek, 5x5 cm²",1 szt.,4021447931289,2019-01-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","10,04","10,54","11,07","1,71",Przewlekłe owrzodzenia,,30%,"9,87"
170,Emplastri hydrocolloidosa,"Biatain Silicone, opatrunek piankowy z silikonem, 12,5x12,5 cm²",1 szt.,5708932699136,2019-05-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","16,09","16,89","21,51","21,05",Przewlekłe owrzodzenia,,30%,"6,78"
171,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy, opatrunek, 10x10 cm²",1 szt.,0768455150946,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","6,35","6,67","8,69","6,76",Przewlekłe owrzodzenia,,30%,"3,96"
172,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy, opatrunek, 10x10 cm²",1 szt.,0768455150946,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","6,35","6,67","8,69","6,76",Epidermolysis bullosa,,bezpłatny do limitu,"1,93"
173,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy, opatrunek, 10x13 cm²",1 szt.,0768455150953,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","8,39","8,81","11,29","8,78",Przewlekłe owrzodzenia,,30%,"5,14"
174,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy, opatrunek, 10x13 cm²",1 szt.,0768455150953,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","8,39","8,81","11,29","8,78",Epidermolysis bullosa,,bezpłatny do limitu,"2,51"
175,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy, opatrunek, 15x15 cm²",1 szt.,0768455150892,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","11,52","12,10","15,88","15,20",Przewlekłe owrzodzenia,,30%,"5,24"
176,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy, opatrunek, 15x15 cm²",1 szt.,0768455150892,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","11,52","12,10","15,88","15,20",Epidermolysis bullosa,,bezpłatny do limitu,"0,68"
177,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy, opatrunek, 6x6 cm²",1 szt.,0768455150885,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","3,18","3,34","4,07","2,43",Przewlekłe owrzodzenia,,30%,"2,37"
178,Emplastri hydrocolloidosa,"Bordered Granuflex - obramowany opatrunek hydrokoloidowy, opatrunek, 6x6 cm²",1 szt.,0768455150885,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","3,18","3,34","4,07","2,43",Epidermolysis bullosa,,bezpłatny do limitu,"1,64"
179,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, 10x10 cm²",1 szt.,0768455150823,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","5,05","5,30","7,32","6,76",Przewlekłe owrzodzenia,,30%,"2,59"
180,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, 10x10 cm²",1 szt.,0768455150823,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","5,05","5,30","7,32","6,76",Epidermolysis bullosa,,bezpłatny do limitu,"0,56"
181,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, 15x15 cm²",1 szt.,0768455150816,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","10,88","11,42","15,20","15,20",Przewlekłe owrzodzenia,,30%,"4,56"
182,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, 15x15 cm²",1 szt.,0768455150816,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","10,88","11,42","15,20","15,20",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
183,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, 15x20 cm²",1 szt.,0768455150809,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","15,06","15,81","20,35","20,27",Przewlekłe owrzodzenia,,30%,"6,16"
184,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, 15x20 cm²",1 szt.,0768455150809,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","15,06","15,81","20,35","20,27",Epidermolysis bullosa,,bezpłatny do limitu,"0,08"
185,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, 20x20 cm²",1 szt.,0768455150847,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","19,84","20,83","26,37","26,37",Przewlekłe owrzodzenia,,30%,"7,91"
186,Emplastri hydrocolloidosa,"Granuflex - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, 20x20 cm²",1 szt.,0768455150847,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","19,84","20,83","26,37","26,37",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
187,Emplastri hydrocolloidosa,"Granuflex - pasta hydrokoloidowa, pasta, 30 g",30 g,0768455094950,2019-01-01,3 lata,"220.11, Opatrunki w postaci pasty","7,88","8,27","11,25","11,25",Przewlekłe owrzodzenia,,30%,"3,38"
188,Emplastri hydrocolloidosa,"Granuflex - pasta hydrokoloidowa, pasta, 30 g",30 g,0768455094950,2019-01-01,3 lata,"220.11, Opatrunki w postaci pasty","7,88","8,27","11,25","11,25",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
189,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, cienki, sterylny, 10x10 cm²",1 szt.,0768455157242,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,97","5,22","7,24","6,76",Przewlekłe owrzodzenia,,30%,"2,51"
190,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, cienki, sterylny, 10x10 cm²",1 szt.,0768455157242,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,97","5,22","7,24","6,76",Epidermolysis bullosa,,bezpłatny do limitu,"0,48"
191,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, cienki, sterylny, 15x15 cm²",1 szt.,0768455157259,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","11,01","11,56","15,34","15,20",Przewlekłe owrzodzenia,,30%,"4,70"
192,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, cienki, sterylny, 15x15 cm²",1 szt.,0768455157259,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","11,01","11,56","15,34","15,20",Epidermolysis bullosa,,bezpłatny do limitu,"0,14"
193,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, cienki, sterylny, 7,5x7,5 cm²",1 szt.,0768455150854,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","2,83","2,97","4,11","3,80",Przewlekłe owrzodzenia,,30%,"1,45"
194,Emplastri hydrocolloidosa,"Granuflex Extra Thin - opatrunek hydrokoloidowy, opatrunek hydrokoloidowy, cienki, sterylny, 7,5x7,5 cm²",1 szt.,0768455150854,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","2,83","2,97","4,11","3,80",Epidermolysis bullosa,,bezpłatny do limitu,"0,31"
195,Emplastri hydrocolloidosa,"Hydrocoll, jałowy opatrunek hydrokoloidowy, 10x10 cm²",1 szt.,4049500222464,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","7,45","7,82","9,84","6,76",Przewlekłe owrzodzenia,,30%,"5,11"
196,Emplastri hydrocolloidosa,"Hydrocoll, jałowy opatrunek hydrokoloidowy, 10x10 cm²",1 szt.,4049500222464,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","7,45","7,82","9,84","6,76",Epidermolysis bullosa,,bezpłatny do limitu,"3,08"
197,Emplastri hydrocolloidosa,"Hydrocoll, jałowy opatrunek hydrokoloidowy, 15x15 cm²",1 szt.,4049500222471,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","19,44","20,41","24,19","15,20",Przewlekłe owrzodzenia,,30%,"13,55"
198,Emplastri hydrocolloidosa,"Hydrocoll, jałowy opatrunek hydrokoloidowy, 15x15 cm²",1 szt.,4049500222471,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","19,44","20,41","24,19","15,20",Epidermolysis bullosa,,bezpłatny do limitu,"8,99"
199,Emplastri hydrocolloidosa,"Hydrocoll, jałowy opatrunek hydrokoloidowy, 20x20 cm²",1 szt.,4049500222488,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","31,32","32,89","38,43","27,02",Przewlekłe owrzodzenia,,30%,"19,52"
200,Emplastri hydrocolloidosa,"Hydrocoll, jałowy opatrunek hydrokoloidowy, 20x20 cm²",1 szt.,4049500222488,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","31,32","32,89","38,43","27,02",Epidermolysis bullosa,,bezpłatny do limitu,"11,41"
201,Emplastri hydrocolloidosa,"Hydrocoll concave, jałowy opatrunek hydrokoloidowy, 8x12 cm²",1 szt.,4049500222501,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","15,50","16,28","18,23","6,49",Przewlekłe owrzodzenia,,30%,"13,69"
202,Emplastri hydrocolloidosa,"Hydrocoll sacral, jałowy opatrunek hydrokoloidowy, 12x18 cm²",1 szt.,4049500222259,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","24,01","25,21","28,90","14,59",Przewlekłe owrzodzenia,,30%,"18,69"
203,Emplastri hydrocolloidosa,"Hydrocoll thin, jałowy opatrunek hydrokoloidowy, 10x10 cm²",1 szt.,4049500222525,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","6,59","6,92","8,94","6,76",Przewlekłe owrzodzenia,,30%,"4,21"
204,Emplastri hydrocolloidosa,"Hydrocoll thin, jałowy opatrunek hydrokoloidowy, 10x10 cm²",1 szt.,4049500222525,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","6,59","6,92","8,94","6,76",Epidermolysis bullosa,,bezpłatny do limitu,"2,18"
205,Emplastri hydrocolloidosa,"Hydrocoll thin, jałowy opatrunek hydrokoloidowy, 15x15 cm²",1 szt.,4049500222532,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","11,61","12,19","15,97","15,20",Przewlekłe owrzodzenia,,30%,"5,33"
206,Emplastri hydrocolloidosa,"Hydrocoll thin, jałowy opatrunek hydrokoloidowy, 15x15 cm²",1 szt.,4049500222532,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","11,61","12,19","15,97","15,20",Epidermolysis bullosa,,bezpłatny do limitu,"0,77"
207,Emplastri hydrocolloidosa,"Lomatuell Pro Opatrunek kontaktowy z warstwą hydrokoloidową 10x10 cm, opatrunek, 10x10 cm²",1 szt.,4021447546964,2019-11-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,75","4,99","7,01","6,76",Przewlekłe owrzodzenia,,30%,"2,28"
208,Emplastri hydrocolloidosa,"Lomatuell Pro Opatrunek kontaktowy z warstwą hydrokoloidową 10x10 cm, opatrunek, 10x10 cm²",1 szt.,4021447546964,2019-11-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,75","4,99","7,01","6,76",Epidermolysis bullosa,,bezpłatny do limitu,"0,25"
209,Emplastri hydrocolloidosa,"Lomatuell Pro Opatrunek kontaktowy z warstwą hydrokoloidową 10x20 cm, opatrunek, 10x20 cm²",1 szt.,4021447546995,2019-11-01,3 lata,"220.2, Opatrunki hydrokoloidowe","9,50","9,98","13,51","13,51",Przewlekłe owrzodzenia,,30%,"4,05"
210,Emplastri hydrocolloidosa,"Lomatuell Pro Opatrunek kontaktowy z warstwą hydrokoloidową 10x20 cm, opatrunek, 10x20 cm²",1 szt.,4021447546995,2019-11-01,3 lata,"220.2, Opatrunki hydrokoloidowe","9,50","9,98","13,51","13,51",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
211,Emplastri hydrocolloidosa,"Medisorb H, opatrunek hydrokoloidowy, 10x10 cm²",1 szt.,5900516844721,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,75","4,99","7,01","6,76",Przewlekłe owrzodzenia,,30%,"2,28"
212,Emplastri hydrocolloidosa,"Medisorb H, opatrunek hydrokoloidowy, 10x10 cm²",1 szt.,5900516844721,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,75","4,99","7,01","6,76",Epidermolysis bullosa,,bezpłatny do limitu,"0,25"
213,Emplastri hydrocolloidosa,"Medisorb H, opatrunek hydrokoloidowy, 15x15 cm²",1 szt.,5900516844745,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","10,80","11,34","15,12","15,12",Przewlekłe owrzodzenia,,30%,"4,54"
214,Emplastri hydrocolloidosa,"Medisorb H, opatrunek hydrokoloidowy, 15x15 cm²",1 szt.,5900516844745,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","10,80","11,34","15,12","15,12",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
215,Emplastri hydrocolloidosa,"Medisorb H, opatrunek hydrokoloidowy, 20x20 cm²",1 szt.,5900516849290,2018-11-01,3 lata,"220.2, Opatrunki hydrokoloidowe","18,90","19,85","25,39","25,39",Przewlekłe owrzodzenia,,30%,"7,62"
216,Emplastri hydrocolloidosa,"Medisorb H, opatrunek hydrokoloidowy, 20x20 cm²",1 szt.,5900516849290,2018-11-01,3 lata,"220.2, Opatrunki hydrokoloidowe","18,90","19,85","25,39","25,39",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
217,Emplastri hydrocolloidosa,"Suprasorb H, opatrunek hydrokoloidowy, cienki sterylny, 10x10 cm, opatrunek, 10x10 cm²",1 szt.,4021447013268,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,81","5,05","7,07","6,76",Przewlekłe owrzodzenia,,30%,"2,34"
218,Emplastri hydrocolloidosa,"Suprasorb H, opatrunek hydrokoloidowy, standard, sterylny, 10x10 cm, opatrunek, 10x10 cm²",1 szt.,4021447914978,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","4,95","5,20","7,21","6,76",Przewlekłe owrzodzenia,,30%,"2,48"
219,Emplastri hydrocolloidosa,"Suprasorb H, opatrunek hydrokoloidowy, standard, sterylny, 15x15 cm, opatrunek, 15x15 cm²",1 szt.,4021447013077,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","10,79","11,33","15,11","15,11",Przewlekłe owrzodzenia,,30%,"4,53"
220,Emplastri hydrocolloidosa,"Suprasorb H, opatrunek hydrokoloidowy, standard, sterylny, 20x20 cm, opatrunek, 20x20 cm²",1 szt.,4021447013091,2019-01-01,3 lata,"220.2, Opatrunki hydrokoloidowe","19,33","20,30","25,84","25,84",Przewlekłe owrzodzenia,,30%,"7,75"
221,Emplastri hydropolymerosa,"Aqua-Gel, opatrunek hydrożelowy, 10x12 cm²",1 szt.,5900656000056,2019-01-01,3 lata,"220.5, Opatrunki hydrożelowe","5,81","6,10","8,39","7,80",Przewlekłe owrzodzenia,,30%,"2,93"
222,Emplastri hydropolymerosa,"Aqua-Gel, opatrunek hydrożelowy, 10x12 cm²",1 szt.,5900656000056,2019-01-01,3 lata,"220.5, Opatrunki hydrożelowe","5,81","6,10","8,39","7,80",Epidermolysis bullosa,,bezpłatny do limitu,"0,59"
223,Emplastri hydropolymerosa,"Aqua-Gel, opatrunek hydrożelowy, 12x12 cm²",1 szt.,5900656000063,2019-01-01,3 lata,"220.5, Opatrunki hydrożelowe","6,89","7,23","9,88","9,36",Przewlekłe owrzodzenia,,30%,"3,33"
224,Emplastri hydropolymerosa,"Aqua-Gel, opatrunek hydrożelowy, 12x12 cm²",1 szt.,5900656000063,2019-01-01,3 lata,"220.5, Opatrunki hydrożelowe","6,89","7,23","9,88","9,36",Epidermolysis bullosa,,bezpłatny do limitu,"0,52"
225,Emplastri hydropolymerosa,"Aqua-Gel, opatrunek hydrożelowy, 12x24 cm²",1 szt.,5900656000070,2019-01-01,3 lata,"220.5, Opatrunki hydrożelowe","13,66","14,34","18,71","18,71",Przewlekłe owrzodzenia,,30%,"5,61"
226,Emplastri hydropolymerosa,"Aqua-Gel, opatrunek hydrożelowy, 12x24 cm²",1 szt.,5900656000070,2019-01-01,3 lata,"220.5, Opatrunki hydrożelowe","13,66","14,34","18,71","18,71",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
227,Emplastri hydropolymerosa,"Aqua-Gel, opatrunek hydrożelowy, 6x12 cm²",1 szt.,5900656000032,2019-01-01,3 lata,"220.5, Opatrunki hydrożelowe","4,08","4,28","5,71","4,68",Przewlekłe owrzodzenia,,30%,"2,43"
228,Emplastri hydropolymerosa,"Aqua-Gel, opatrunek hydrożelowy, 6x12 cm²",1 szt.,5900656000032,2019-01-01,3 lata,"220.5, Opatrunki hydrożelowe","4,08","4,28","5,71","4,68",Epidermolysis bullosa,,bezpłatny do limitu,"1,03"
229,Emplastri hydropolymerosa,"Intrasite Gel, sterylny, czysty amorficznie hydrożel składający się ze zmodyfikowanego polimeru karboksymetylo celulozy, glikolu, 15 g",1 szt.,0000050223480,2018-01-01,5 lat,"220.12, Opatrunki w postaci żelu","8,64","9,07","10,62","4,54",Przewlekłe owrzodzenia,,30%,"7,44"
230,Emplastri hydropolymerosa,"Intrasite Gel, sterylny, czysty amorficznie hydrożel składający się ze zmodyfikowanego polimeru karboksymetylo celulozy, glikolu, 15 g",1 szt.,0000050223480,2018-01-01,5 lat,"220.12, Opatrunki w postaci żelu","8,64","9,07","10,62","4,54",Epidermolysis bullosa,,bezpłatny do limitu,"6,08"
231,Emplastri hydropolymerosa,"Medisorb G, opatrunek w postaci żelu, 15 g",1 szt.,5900516849306,2018-11-01,3 lata,"220.12, Opatrunki w postaci żelu","8,75","9,19","10,74","4,54",Przewlekłe owrzodzenia,,30%,"7,56"
232,Emplastri hydropolymerosa,"Medisorb G, opatrunek w postaci żelu, 15 g",1 szt.,5900516849306,2018-11-01,3 lata,"220.12, Opatrunki w postaci żelu","8,75","9,19","10,74","4,54",Epidermolysis bullosa,,bezpłatny do limitu,"6,20"
233,Emplastri hydropolymerosa,"Microdacyn 60 Hydrogel, żel, 120 g",1 szt.,7503006698958,2020-03-01,3 lata,"220.12, Opatrunki w postaci żelu","39,96","41,96","49,11","36,29",Przewlekłe owrzodzenia,,30%,"23,71"
234,Emplastri hydropolymerosa,"Microdacyn 60 Hydrogel, żel, 120 g",1 szt.,7503006698958,2020-03-01,3 lata,"220.12, Opatrunki w postaci żelu","39,96","41,96","49,11","36,29",Epidermolysis bullosa,,bezpłatny do limitu,"12,82"
235,Emplastri hydropolymerosa,"Microdacyn 60 Hydrogel, żel, 250 g",1 szt.,7503006698965,2020-03-01,3 lata,"220.12, Opatrunki w postaci żelu","61,56","64,64","75,60","75,60",Przewlekłe owrzodzenia,,30%,"22,68"
236,Emplastri hydropolymerosa,"Microdacyn 60 Hydrogel, żel, 250 g",1 szt.,7503006698965,2020-03-01,3 lata,"220.12, Opatrunki w postaci żelu","61,56","64,64","75,60","75,60",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
237,Emplastri microfibricum cellulosae,"Adaptic, opatrunek, 12,7x22,9 cm²",1 szt.,15051978000174,2019-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","28,08","29,48","36,33","36,33",Przewlekłe owrzodzenia,,30%,"10,90"
238,Emplastri microfibricum cellulosae,"Adaptic, opatrunek, 12,7x22,9 cm²",1 szt.,15051978000174,2019-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","28,08","29,48","36,33","36,33",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
239,Emplastri microfibricum cellulosae,"Adaptic, opatrunek, 7,6x40,6 cm²",1 szt.,15051978000167,2019-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","29,70","31,19","38,31","38,31",Przewlekłe owrzodzenia,,30%,"11,49"
240,Emplastri microfibricum cellulosae,"Adaptic, opatrunek, 7,6x40,6 cm²",1 szt.,15051978000167,2019-03-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","29,70","31,19","38,31","38,31",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
241,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 10x10 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 100 cm²",1 szt.,5000223463908,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","6,80","7,14","10,63","10,63",Przewlekłe owrzodzenia,,30%,"3,19"
242,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 10x10 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 100 cm²",1 szt.,5000223463908,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","6,80","7,14","10,63","10,63",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
243,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 10x20 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 200 cm²",1 szt.,5000223476182,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","14,04","14,74","20,23","20,23",Przewlekłe owrzodzenia,,30%,"6,07"
244,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 10x20 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 200 cm²",1 szt.,5000223476182,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","14,04","14,74","20,23","20,23",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
245,Emplastri microfibricum cellulosae,"Allevyn Gentle Border 12,5x12,5 cm, opatrunek piankowy z warstwą adhezyjną zawierającą silikon, 156.25 cm²",1 szt.,5000223463960,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","10,69","11,22","15,84","15,84",Przewlekłe owrzodzenia,,30%,"4,75"
