LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
205,Gefitinibum,"Gefitinib Alvogen/Gefitinib Zentiva , tabl. powl., 250 mg",30 szt.,05350586001683,2022-09-01,2 lata,"1087.0, Gefitynibum","864,00","907,20","907,20",C.80.,bezpłatny,0
206,Gefitynibum,"Gefitinib Accord, tabl. powl., 250 mg",30 szt.,05909991400781,2022-09-01,2 lata,"1087.0, Gefitynibum","1078,92","1132,87","907,20",C.80.,bezpłatny,0
207,Gefitynibum,"Gefitinib Sandoz, tabl. powl., 250 mg",30 szt.,07613421021696,2022-11-01,2 lata,"1087.0, Gefitynibum","1080,00","1134,00","907,20",C.80.,bezpłatny,0
208,Gemcitabinum,"Gemcitabinum Accord, koncentrat do sporządzania roztworu do infuzji, 100 mg/ml",1 fiol.po 10 ml,05909990976089,2022-01-01,3 lata,"1020.0, Gemcitabinum","81,00","85,05","85,05",C.28.,bezpłatny,0
209,Gemcitabinum,"Gemcitabinum Accord, koncentrat do sporządzania roztworu do infuzji, 100 mg/ml",1 fiol.po 2 ml,05909990976072,2022-01-01,3 lata,"1020.0, Gemcitabinum","17,82","18,71","18,71",C.28.,bezpłatny,0
210,Gemcitabinum,"Gemcitabinum Accord, koncentrat do sporządzania roztworu do infuzji, 100 mg/ml",1 fiol.po 20 ml,05909990976102,2022-01-01,3 lata,"1020.0, Gemcitabinum","162,00","170,10","170,10",C.28.,bezpłatny,0
212,Gemcitabinum,"Gemsol, koncentrat do sporządzania roztworu do infuzji, 40 mg/ml",1 fiol.po 25 ml,05909990871032,2022-01-01,3 lata,"1020.0, Gemcitabinum","102,60","107,73","107,73",C.28.,bezpłatny,0
211,Gemcitabinum,"Gemsol, koncentrat do sporządzania roztworu do infuzji, 40 mg/ml",1 fiol.po 5 ml,05909990870998,2022-01-01,3 lata,"1020.0, Gemcitabinum","27,00","28,35","28,35",C.28.,bezpłatny,0
213,Gemcitabinum,"Gemsol, koncentrat do sporządzania roztworu do infuzji, 40 mg/ml",1 fiol.po 50 ml,05909990871049,2022-01-01,3 lata,"1020.0, Gemcitabinum","205,20","215,46","215,46",C.28.,bezpłatny,0
214,Hydroxycarbamidum,"Hydroxycarbamid Teva, kaps., 500 mg",100 kaps. w butelce,05909990836758,2022-01-01,3 lata,"1021.0, Hydroxycarbamidum","72,90","76,55","76,55",C.29.,bezpłatny,0
215,Hydroxycarbamidum,"Hydroxyurea medac, kaps. twarde, 500 mg",100 szt.,05909990944927,2022-01-01,3 lata,"1021.0, Hydroxycarbamidum","86,12","90,43","90,43",C.29.,bezpłatny,0
217,Idarubicini hydrochloridum,"Zavedos, roztwór do wstrzykiwań, 1 mg/ml",1 fiol. a 10 ml,05415062342206,2021-07-01,3 lata,"1022.0, Idarubicinum","658,45","691,37","691,37",C.30.,bezpłatny,0
216,Idarubicini hydrochloridum,"Zavedos, roztwór do wstrzykiwań, 1 mg/ml",1 fiol. a 5 ml,05415062342190,2021-07-01,3 lata,"1022.0, Idarubicinum","352,87","370,51","345,69",C.30.,bezpłatny,0
218,Ifosfamidum,"Holoxan, proszek do sporządzenia roztworu do wstrzykiwań, 1 g",1 fiol.,05909990241118,2022-07-01,3 lata,"1023.0, Ifosfamidum","120,42","126,44","126,44",C.31.,bezpłatny,0
219,Ifosfamidum,"Holoxan, proszek do sporządzenia roztworu do wstrzykiwań, 2 g",1 fiol.,05909990241217,2022-07-01,3 lata,"1023.0, Ifosfamidum","217,62","228,50","228,50",C.31.,bezpłatny,0
220,Imatinibum,"Imatinib Accord, tabl. powl., 100 mg",60 szt.,05055565726983,<1>2020-09-01/<2>2022-03-01,3 lata,"1064.1, Imatynib -2","216,00","226,80","226,80",<1>C.70.a.; C.70.b.; C.70.c.,bezpłatny,0
221,Imatinibum,"Imatinib Accord, tabl. powl., 400 mg",30 szt.,05055565726990,<1>2020-09-01/<2>2022-03-01,3 lata,"1064.1, Imatynib -2","432,00","453,60","453,60",<1>C.70.a.; C.70.b.; C.70.c.,bezpłatny,0
222,Imatinibum,"Meaxin, tabl. powl., 100 mg",60 szt.,05909991053895,<1><2>2021-01-01/<3>2021-07-01/<4>2022-01-01,3 lata,"1064.1, Imatynib -2","302,40","317,52","311,85",<1>C.70.a.; <2>C.70.b.; <3>C.70.c.,bezpłatny,0
223,Imatinibum,"Meaxin, tabl. powl., 400 mg",30 szt.,05909991053963,<1><2>2021-01-01/<3>2021-07-01/<4>2022-01-01,3 lata,"1064.1, Imatynib -2","604,80","635,04","623,70",<1>C.70.a.; <2>C.70.b.; <3>C.70.c.,bezpłatny,0
224,Imatinibum,"Nibix, kaps. twarde, 100 mg",60 szt.,05909991051181,<1><2>2021-01-01/<3>2021-09-01/<4>2022-01-01,3 lata,"1064.1, Imatynib -2","297,00","311,85","311,85",<1>C.70.a.; <2>C.70.b.; <3>C.70.c.,bezpłatny,0
225,Imatinibum,"Nibix, kaps. twarde, 400 mg",30 szt.,05909991051259,<1><2>2021-01-01/<3>2021-09-01/<4>2022-01-01,3 lata,"1064.1, Imatynib -2","594,00","623,70","623,70",<1>C.70.a.; <2>C.70.b.; <3>C.70.c.,bezpłatny,0
228,Irinotecani hydrochloridum trihydricum,"Irinotecan Accord, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 15 ml,05055565731345,2022-03-01,3 lata,"1025.0, Irinotecanum","162,00","170,10","170,10",C.35.,bezpłatny,0
226,Irinotecani hydrochloridum trihydricum,"Irinotecan Accord, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 2 ml,05055565731321,2022-03-01,3 lata,"1025.0, Irinotecanum","21,60","22,68","22,68",C.35.,bezpłatny,0
229,Irinotecani hydrochloridum trihydricum,"Irinotecan Accord, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 25 ml,05055565731352,2022-03-01,3 lata,"1025.0, Irinotecanum","270,00","283,50","283,50",C.35.,bezpłatny,0
227,Irinotecani hydrochloridum trihydricum,"Irinotecan Accord, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 5 ml,05055565731338,2022-03-01,3 lata,"1025.0, Irinotecanum","54,00","56,70","56,70",C.35.,bezpłatny,0
230,Irinotecani hydrochloridum trihydricum,"Irinotecan Kabi, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 15 ml,05909990796946,2022-05-01,3 lata,"1025.0, Irinotecanum","137,16","144,02","144,02",C.35.,bezpłatny,0
233,Irinotecani hydrochloridum trihydricum,"Irinotecan Kabi, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 2 ml,05909990726943,2022-05-01,3 lata,"1025.0, Irinotecanum","20,30","21,32","21,32",C.35.,bezpłatny,0
231,Irinotecani hydrochloridum trihydricum,"Irinotecan Kabi, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 25 ml,05909990796953,2022-05-01,3 lata,"1025.0, Irinotecanum","216,00","226,80","226,80",C.35.,bezpłatny,0
232,Irinotecani hydrochloridum trihydricum,"Irinotecan Kabi, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 5 ml,05909990726950,2022-05-01,3 lata,"1025.0, Irinotecanum","44,82","47,06","47,06",C.35.,bezpłatny,0
234,Lanreotidum,"Somatuline Autogel, roztwór do wstrzykiwań, 120 mg","1 amp.-strz.po 0,5 ml",05909991094614,<1>2022-01-01/<2>2020-09-01,3 lata,"1026.1, analogi somatostatyny - lanreotyd","4447,02","4669,37","4669,37",<1>C.37.a.; <2>C.37.b.,bezpłatny,0
235,Lanreotidum,"Somatuline Autogel, roztwór do wstrzykiwań, 60 mg","1 amp.-strz.po 0,5 ml",05909991094416,<1>2022-01-01/<2>2020-09-01,3 lata,"1026.1, analogi somatostatyny - lanreotyd","2676,67","2810,50","2810,50",<1>C.37.a.; <2>C.37.b.,bezpłatny,0
236,Lanreotidum,"Somatuline Autogel, roztwór do wstrzykiwań, 90 mg","1 amp.-strz.po 0,5 ml",05909991094515,<1>2022-01-01/<2>2020-09-01,3 lata,"1026.1, analogi somatostatyny - lanreotyd","3557,83","3735,72","3735,72",<1>C.37.a.; <2>C.37.b.,bezpłatny,0
237,Lenalidomidum,"Kleder, kaps. twarde, 10 mg",21 szt.,05909991466206,2022-11-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","1121,04","1177,09","1095,44",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
238,Lenalidomidum,"Kleder, kaps. twarde, 15 mg",21 szt.,05909991450946,2022-11-01,2 lata,"1120.0, Lenalidomid","1681,56","1765,64","1643,16",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
239,Lenalidomidum,"Kleder, kaps. twarde, 20 mg",21 szt.,05909991450953,2022-11-01,2 lata,"1120.0, Lenalidomid","2242,08","2354,18","2190,88",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
240,Lenalidomidum,"Kleder, kaps. twarde, 25 mg",21 szt.,05909991450960,2022-11-01,2 lata,"1120.0, Lenalidomid","2802,60","2942,73","2738,60",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
241,Lenalidomidum,"Kleder, kaps. twarde, 5 mg",21 szt.,05909991466220,2022-11-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","560,52","588,55","547,72",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
242,Lenalidomidum,"Lenalidomide Accord, kaps. twarde, 10 mg",21 szt.,05055565770863,<1><2>2022-05-01/<3>2023-01-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","1111,32","1166,89","1095,44",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
243,Lenalidomidum,"Lenalidomide Accord, kaps. twarde, 15 mg",21 szt.,05055565770870,<1>2022-05-01/<2>2023-01-01,2 lata,"1120.0, Lenalidomid","1666,98","1750,33","1643,16",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
244,Lenalidomidum,"Lenalidomide Accord, kaps. twarde, 25 mg",21 szt.,05055565770887,<1>2022-05-01/<2>2023-01-01,2 lata,"1120.0, Lenalidomid","2778,30","2917,22","2738,60",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
245,Lenalidomidum,"Lenalidomide Accord, kaps. twarde, 5 mg",21 szt.,05055565770856,<1><2>2022-05-01/<3>2023-01-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","555,66","583,44","547,72",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
246,Lenalidomidum,"Lenalidomide Aurovitas, kaps. twarde, 10 mg",21 szt.,05909991472115,2022-11-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","1111,32","1166,89","1095,44",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
247,Lenalidomidum,"Lenalidomide Aurovitas, kaps. twarde, 15 mg",21 szt.,05909991472207,2022-11-01,2 lata,"1120.0, Lenalidomid","1666,98","1750,33","1643,16",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
248,Lenalidomidum,"Lenalidomide Aurovitas, kaps. twarde, 25 mg",21 szt.,05909991472245,2022-11-01,2 lata,"1120.0, Lenalidomid","2778,30","2917,22","2738,60",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
249,Lenalidomidum,"Lenalidomide Aurovitas, kaps. twarde, 5 mg",21 szt.,05909991472092,2022-11-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","555,66","583,44","547,72",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
250,Lenalidomidum,"Lenalidomide Glenmark, kaps. twarde, 10 mg",21 szt.,08595112678558,2022-07-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","1948,21","2045,62","1095,44",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
251,Lenalidomidum,"Lenalidomide Glenmark, kaps. twarde, 15 mg",21 szt.,08595112678565,2022-07-01,2 lata,"1120.0, Lenalidomid","2922,32","3068,44","1643,16",C.84.a.,bezpłatny,0
252,Lenalidomidum,"Lenalidomide Glenmark, kaps. twarde, 25 mg",21 szt.,08595112678572,2022-07-01,2 lata,"1120.0, Lenalidomid","4870,53","5114,06","2738,60",C.84.a.,bezpłatny,0
253,Lenalidomidum,"Lenalidomide Glenmark, kaps. twarde, 5 mg",21 szt.,08595112678541,2022-07-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","974,11","1022,82","547,72",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
254,Lenalidomidum,"Lenalidomide Grindeks, kaps. twarde, 10 mg",21 szt.,05909991425135,2022-11-01,2 lata,"1120.0, Lenalidomid","1111,32","1166,89","1095,44",C.84.a.,bezpłatny,0
255,Lenalidomidum,"Lenalidomide Grindeks, kaps. twarde, 15 mg",21 szt.,05909991425159,2022-11-01,2 lata,"1120.0, Lenalidomid","1666,98","1750,33","1643,16",C.84.a.,bezpłatny,0
256,Lenalidomidum,"Lenalidomide Grindeks, kaps. twarde, 25 mg",21 szt.,05909991425197,2022-11-01,2 lata,"1120.0, Lenalidomid","2778,30","2917,22","2738,60",C.84.a.,bezpłatny,0
257,Lenalidomidum,"Lenalidomide Grindeks, kaps. twarde, 5 mg",21 szt.,05909991425098,2022-11-01,2 lata,"1120.0, Lenalidomid","555,66","583,44","547,72",C.84.a.,bezpłatny,0
258,Lenalidomidum,"Lenalidomide Krka, kaps. twarde, 10 mg",21 szt. (blister),03838989737627,<1><2>2022-05-01/<3>2023-03-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","1043,28","1095,44","1095,44",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
259,Lenalidomidum,"Lenalidomide Krka, kaps. twarde, 15 mg",21 szt. (blister),03838989737634,<1>2022-05-01/<2>2023-03-01,2 lata,"1120.0, Lenalidomid","1564,92","1643,17","1643,16",<1>C.84.a.;<2>C.84.c.,bezpłatny,0
260,Lenalidomidum,"Lenalidomide Krka, kaps. twarde, 25 mg",21 szt. (blister),03838989737641,<1>2022-05-01/<2>2023-03-01,2 lata,"1120.0, Lenalidomid","2608,20","2738,61","2738,60",<1>C.84.a.;<2>C.84.c.,bezpłatny,0
261,Lenalidomidum,"Lenalidomide Krka, kaps. twarde, 5 mg",21 szt. (blister),03838989737658,<1><2>2022-05-01/<3>2023-03-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","521,64","547,72","547,72",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
262,Lenalidomidum,"Lenalidomide Medical Valley, kaps. twarde, 10 mg",21 szt.,05909991471965,<1><2>2022-11-01/<3>2023-03-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","1043,28","1095,44","1095,44",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
263,Lenalidomidum,"Lenalidomide Medical Valley, kaps. twarde, 15 mg",21 szt.,05909991471972,<1>2022-11-01/<2>2023-03-01,2 lata,"1120.0, Lenalidomid","1564,92","1643,17","1643,16",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
264,Lenalidomidum,"Lenalidomide Medical Valley, kaps. twarde, 25 mg",21 szt.,05909991471996,<1>2022-11-01/<2>2023-03-01,2 lata,"1120.0, Lenalidomid","2608,20","2738,61","2738,60",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
265,Lenalidomidum,"Lenalidomide Medical Valley, kaps. twarde, 5 mg",21 szt.,05909991471941,<1><2>2022-11-01/<3>2023-03-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","521,64","547,72","547,72",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
266,Lenalidomidum,"Lenalidomide Mylan, kaps. twarde, 10 mg",21 szt.,05901797710910,<1><2>2022-05-01/<3>2022-11-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","1123,20","1179,36","1095,44",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
267,Lenalidomidum,"Lenalidomide Mylan, kaps. twarde, 15 mg",21 szt.,05901797710996,<1>2022-05-01/<2>2022-11-01,2 lata,"1120.0, Lenalidomid","1684,80","1769,04","1643,16",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
268,Lenalidomidum,"Lenalidomide Mylan, kaps. twarde, 25 mg",21 szt.,05901797710934,<1>2022-05-01/<2>2022-11-01,2 lata,"1120.0, Lenalidomid","2808,00","2948,40","2738,60",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
269,Lenalidomidum,"Lenalidomide Mylan, kaps. twarde, 5 mg",21 szt.,05901797710903,<1><2>2022-05-01/<3>2022-11-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","561,60","589,68","547,72",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
270,Lenalidomidum,"Lenalidomide Pharmascience, kaps. twarde, 10 mg",21 szt.,05909991451431,2022-11-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","1111,32","1166,89","1095,44",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
271,Lenalidomidum,"Lenalidomide Pharmascience, kaps. twarde, 15 mg",21 szt.,05909991451455,2022-11-01,2 lata,"1120.0, Lenalidomid","1666,98","1750,33","1643,16",C.84.a.,bezpłatny,0
272,Lenalidomidum,"Lenalidomide Pharmascience, kaps. twarde, 25 mg",21 szt.,05909991451493,2022-11-01,2 lata,"1120.0, Lenalidomid","2778,30","2917,22","2738,60",C.84.a.,bezpłatny,0
273,Lenalidomidum,"Lenalidomide Pharmascience, kaps. twarde, 5 mg",21 szt.,05909991451394,2022-11-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","555,66","583,44","547,72",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
274,Lenalidomidum,"Lenalidomide Sandoz, kaps. twarde, 10 mg",21 szt.,05907626709094,2022-05-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","1950,48","2048,00","1095,44",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
275,Lenalidomidum,"Lenalidomide Sandoz, kaps. twarde, 15 mg",21 szt.,05907626709100,2022-05-01,2 lata,"1120.0, Lenalidomid","2925,72","3072,01","1643,16",C.84.a.,bezpłatny,0
276,Lenalidomidum,"Lenalidomide Sandoz, kaps. twarde, 25 mg",21 szt.,05907626709124,2022-05-01,2 lata,"1120.0, Lenalidomid","4876,20","5120,01","2738,60",C.84.a.,bezpłatny,0
277,Lenalidomidum,"Lenalidomide Sandoz, kaps. twarde, 5 mg",21 szt.,05907626709070,2022-05-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","975,24","1024,00","547,72",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
278,Lenalidomidum,"Lenalidomide Teva, kaps. twarde, 10 mg",21 szt. (blister),05909991470302,<1><2>2022-05-01/<3>2022-11-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","1111,32","1166,89","1095,44",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
279,Lenalidomidum,"Lenalidomide Teva, kaps. twarde, 15 mg",21 szt. (blister),05909991470319,<1>2022-05-01/<2>2022-11-01,2 lata,"1120.0, Lenalidomid","1666,98","1750,33","1643,16",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
280,Lenalidomidum,"Lenalidomide Teva, kaps. twarde, 25 mg",21 szt. (blister),05909991470333,<1>2022-05-01/<2>2022-11-01,2 lata,"1120.0, Lenalidomid","2778,30","2917,22","2738,60",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
281,Lenalidomidum,"Lenalidomide Teva, kaps. twarde, 5 mg",21 szt. (blister),05909991470258,<1><2>2022-05-01/<3>2022-11-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","555,66","583,44","547,72",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
282,Lenalidomidum,"Lenalidomide Zentiva, kaps. twarde, 10 mg",21 szt.,05909991447830,2022-05-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","1950,48","2048,00","1095,44",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
283,Lenalidomidum,"Lenalidomide Zentiva, kaps. twarde, 15 mg",21 szt.,05909991447854,2022-05-01,2 lata,"1120.0, Lenalidomid","2925,72","3072,01","1643,16",C.84.a.,bezpłatny,0
284,Lenalidomidum,"Lenalidomide Zentiva, kaps. twarde, 25 mg",21 szt.,05909991447892,2022-05-01,2 lata,"1120.0, Lenalidomid","4876,20","5120,01","2738,60",C.84.a.,bezpłatny,0
285,Lenalidomidum,"Lenalidomide Zentiva, kaps. twarde, 5 mg",21 szt.,05909991447793,2022-05-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","975,24","1024,00","547,72",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
286,Lenalidomidum,"Linorion, kaps. twarde, 10 mg",21 szt.,06432100056047,2022-09-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","1209,60","1270,08","1095,44",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
287,Lenalidomidum,"Linorion, kaps. twarde, 15 mg",21 szt.,06432100056054,2022-09-01,2 lata,"1120.0, Lenalidomid","1814,40","1905,12","1643,16",C.84.a.,bezpłatny,0
288,Lenalidomidum,"Linorion, kaps. twarde, 25 mg",21 szt.,06432100056061,2022-09-01,2 lata,"1120.0, Lenalidomid","3024,00","3175,20","2738,60",C.84.a.,bezpłatny,0
289,Lenalidomidum,"Linorion, kaps. twarde, 5 mg",21 szt.,06432100056030,2022-09-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","604,80","635,04","547,72",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
290,Lenalidomidum,"Polalid, kaps. twarde, 10 mg",21 szt.,05909991480301,2022-11-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","1111,32","1166,89","1095,44",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
291,Lenalidomidum,"Polalid, kaps. twarde, 15 mg",21 szt.,05909991480318,2022-11-01,2 lata,"1120.0, Lenalidomid","1666,98","1750,33","1643,16",C.84.a.,bezpłatny,0
292,Lenalidomidum,"Polalid, kaps. twarde, 25 mg",21 szt.,05909991480332,2022-11-01,2 lata,"1120.0, Lenalidomid","2778,30","2917,22","2738,60",C.84.a.,bezpłatny,0
293,Lenalidomidum,"Polalid, kaps. twarde, 5 mg",21 szt.,05909991480288,2022-11-01,<1>2 lata/<2>3 lata,"1120.0, Lenalidomid","555,66","583,44","547,72",<1>C.84.a.; <2>C.84.b.,bezpłatny,0
294,Lenalidomidum,"Revlimid, kaps. twarde, 10 mg",21 szt.,05909990086702,<1>2022-03-01/<2>2021-01-01/<3>2022-07-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","14276,96","14990,81","1095,44",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
295,Lenalidomidum,"Revlimid, kaps. twarde, 15 mg",21 szt.,05909990086764,<1>2022-03-01/<2>2022-07-01,2 lata,"1120.0, Lenalidomid","15059,12","15812,08","1643,16",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
296,Lenalidomidum,"Revlimid, kaps. twarde, 25 mg",21 szt.,05909990086771,<1>2022-03-01/<2>2022-07-01,2 lata,"1120.0, Lenalidomid","16564,76","17393,00","2738,60",<1>C.84.a.; <2>C.84.c.,bezpłatny,0
297,Lenalidomidum,"Revlimid, kaps. twarde, 5 mg",21 szt.,05909990086696,<1>2022-03-01/<2>2021-01-01/<3>2022-07-01,<1><3>2 lata/<2>3 lata,"1120.0, Lenalidomid","13616,86","14297,70","547,72",<1>C.84.a.; <2>C.84.b.; <3>C.84.c.,bezpłatny,0
298,Melphalanum,"Alkeran, tabl. powl., 2 mg",25 szt.,05909990283514,2022-07-01,3 lata,"1098.0, Melphalanum","108,00","113,40","113,40",C.39.,bezpłatny,0
299,Mercaptopurinum,"Mercaptopurinum VIS, tabl., 50 mg",30 szt.,05909990186112,2022-01-01,3 lata,"1027.0, Mercaptopurinum","41,04","43,09","43,09",C.40.,bezpłatny,0
301,Mesnum,"Uromitexan, roztwór do wstrzykiwań, 100 mg/ml",15 amp. po 4 ml,05909991392086,2022-07-01,3 lata,"1046.0, Mesnum","150,06","157,56","157,56",C.0.08.,bezpłatny,0
302,Mesnum,"Uromitexan, roztwór do wstrzykiwań, 100 mg/ml",15 amp. po 4 ml,05909991438647,2021-05-01,3 lata,"1046.0, Mesnum","146,88","154,22","154,22",C.0.08.,bezpłatny,0
300,Mesnum,"Uromitexan, roztwór do wstrzykiwań, 100 mg/ml",15 amp.po 4 ml,05909990265831,2022-07-01,3 lata,"1046.0, Mesnum","201,10","211,16","157,56",C.0.08.,bezpłatny,0
304,Methotrexatum,"Methotrexat - Ebewe, tabl., 10 mg",50 szt.,05909990453924,2022-07-01,3 lata,"1028.3, Methotrexatum p.o","32,36","33,98","33,98",C.41.,bezpłatny,0
303,Methotrexatum,"Methotrexat - Ebewe, koncentrat do sporządzania roztworu do infuzji, 100 mg/ml",1 fiol.po 50 ml,05909990333936,2022-01-01,3 lata,"1028.2, Methotrexatum inj.","378,00","396,90","297,68",C.41.,bezpłatny,0
305,Methotrexatum,"Metotreksat Accord, koncentrat do sporządzania roztworu do infuzji, 100 mg/ml",1 fiol.po 50 ml,05909991333447,2022-09-01,3 lata,"1028.2, Methotrexatum inj.","283,50","297,68","297,68",C.41.,bezpłatny,0
306,Mitotanum,"Lysodren, tabl., 500 mg",100 szt.,05909990335237,2022-07-01,3 lata,"1030.0, Mitotanum","2662,20","2795,31","2795,31",C.43.,bezpłatny,0
307,Nelarabinum,"Atriance, roztwór do infuzji, 5 mg/ml",1 fiol.a 50 ml,07613421036027,2021-07-01,3 lata,"1128.0, Nelarabina","1080,00","1134,00","1134,00",C.73.,bezpłatny,0
308,Netupitantum + Palonosetroni hydrochloridum,"Akynzeo, kaps. twarde, 300+0,5 mg",1 szt.,05909991246563,<1>2021-01-01/<2>2021-07-01,<1>3 lata/<2>2 lata,"1154.0, Netupitant, palonosetron","276,48","290,30","290,30",<1>C.0.16.a.; <2>C.0.16.b.,bezpłatny,0
309,Octreotidum,"Okteva, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań o przedłużonym uwalnianiu, 10 mg",1 fiol. proszku + 1 amp.-strzyk. rozp.,05909991416461,2021-01-01,3 lata,"1026.0, analogi somatostatyny","560,76","588,80","588,80",<1>C.45.a.; <2>C.45.b.,bezpłatny,0
310,Octreotidum,"Okteva, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań o przedłużonym uwalnianiu, 20 mg",1 fiol. proszku + 1 amp.-strzyk. rozp.,05909991416485,2021-01-01,3 lata,"1026.0, analogi somatostatyny","1121,53","1177,61","1177,59",<1>C.45.a.; <2>C.45.b.,bezpłatny,0
311,Octreotidum,"Okteva, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań o przedłużonym uwalnianiu, 30 mg",1 fiol. proszku + 1 amp.-strzyk. rozp.,05909991416508,2021-01-01,3 lata,"1026.0, analogi somatostatyny","1682,28","1766,39","1766,39",<1>C.45.a.; <2>C.45.b.,bezpłatny,0
