LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
2467,Morphini sulfas,"MST Continus, tabl. powl. o zmodyfikowanym uwalnianiu, 200 mg",60 szt.,05909990476633,2022-01-01,3 lata,"149.1, Opioidowe leki przeciwbólowe - morfina do podawania doustnego - postacie o przedłużonym uwalnianiu","237,02","248,87","267,00","265,24",Neuralgia popółpaścowa przewlekła; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"14,56"
2468,Morphini sulfas,"MST Continus, tabl. powl. o zmodyfikowanym uwalnianiu, 200 mg",60 szt.,05909990476633,2022-01-01,3 lata,"149.1, Opioidowe leki przeciwbólowe - morfina do podawania doustnego - postacie o przedłużonym uwalnianiu","237,02","248,87","267,00","265,24",Nowotwory złośliwe,,bezpłatny do limitu,"1,76"
2469,Morphini sulfas,"MST Continus, tabl. powl. o zmodyfikowanym uwalnianiu, 30 mg",60 szt.,05909990476336,2022-01-01,3 lata,"149.1, Opioidowe leki przeciwbólowe - morfina do podawania doustnego - postacie o przedłużonym uwalnianiu","35,55","37,33","44,88","39,79",Neuralgia popółpaścowa przewlekła; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"8,29"
2470,Morphini sulfas,"MST Continus, tabl. powl. o zmodyfikowanym uwalnianiu, 30 mg",60 szt.,05909990476336,2022-01-01,3 lata,"149.1, Opioidowe leki przeciwbólowe - morfina do podawania doustnego - postacie o przedłużonym uwalnianiu","35,55","37,33","44,88","39,79",Nowotwory złośliwe,,bezpłatny do limitu,"5,09"
2471,Morphini sulfas,"MST Continus, tabl. powl. o zmodyfikowanym uwalnianiu, 60 mg",60 szt.,05909990476435,2022-01-01,3 lata,"149.1, Opioidowe leki przeciwbólowe - morfina do podawania doustnego - postacie o przedłużonym uwalnianiu","71,11","74,67","85,91","79,57",Neuralgia popółpaścowa przewlekła; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"10,18"
2472,Morphini sulfas,"MST Continus, tabl. powl. o zmodyfikowanym uwalnianiu, 60 mg",60 szt.,05909990476435,2022-01-01,3 lata,"149.1, Opioidowe leki przeciwbólowe - morfina do podawania doustnego - postacie o przedłużonym uwalnianiu","71,11","74,67","85,91","79,57",Nowotwory złośliwe,,bezpłatny do limitu,"6,34"
2473,Morphini sulfas,"Sevredol, tabl. powl., 20 mg",60 szt.,05909990336425,2022-01-01,3 lata,"149.3, Opioidowe leki przeciwbólowe - morfina do podawania doustnego - postacie o niemodyfikowanym uwalnianiu","56,16","58,97","69,37","69,37",Neuralgia popółpaścowa przewlekła; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,"3,20"
2474,Morphini sulfas,"Sevredol, tabl. powl., 20 mg",60 szt.,05909990336425,2022-01-01,3 lata,"149.3, Opioidowe leki przeciwbólowe - morfina do podawania doustnego - postacie o niemodyfikowanym uwalnianiu","56,16","58,97","69,37","69,37",Nowotwory złośliwe,,bezpłatny do limitu,"0,00"
2475,Mycophenolas mofetil,"CellCept, proszek do sporządzania zawiesiny doustnej, 1 g/5 ml",110 g (175 ml),05909990980918,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2021-03-01/<3>2023-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","134.0, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - kwas mykofenolowy i jego pochodne","209,24","219,70","232,84","108,46",Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>steroidozależny zespół nerczycowy; cyklosporynozależny zespół nerczycowy; nefropatia toczniowa; zapalenie naczyń; toczeń rumieniowaty układowy; twardzina układowa; stan po przeszczepie kończyny, rogówki, tkanek lub komórek; neuropatia zapalna; miopatia zapalna; <2>steroidooporny zespół nerczycowy; nefropatia IgA; <3>choroby autoimmunizacyjne u pacjentów z niedoborami odporności; cytopenie w przebiegu autoimmunizacyjnego zespołu limfoproliferacyjnego",ryczałt,"127,58"
2476,Mycophenolas mofetil,"CellCept, kaps. twarde, 250 mg",100 szt.,05909990707614,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2021-03-01/<3>2023-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","134.0, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - kwas mykofenolowy i jego pochodne","107,68","113,06","124,20","77,47",Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>steroidozależny zespół nerczycowy; cyklosporynozależny zespół nerczycowy; nefropatia toczniowa; zapalenie naczyń; toczeń rumieniowaty układowy; twardzina układowa; stan po przeszczepie kończyny, rogówki, tkanek lub komórek; neuropatia zapalna; miopatia zapalna; <2>steroidooporny zespół nerczycowy; nefropatia IgA; <3>choroby autoimmunizacyjne u pacjentów z niedoborami odporności; cytopenie w przebiegu autoimmunizacyjnego zespołu limfoproliferacyjnego",ryczałt,"49,93"
2477,Mycophenolas mofetil,"CellCept, tabl., 500 mg",50 szt.,05909990707515,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2021-03-01/<3>2023-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","134.0, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - kwas mykofenolowy i jego pochodne","107,68","113,06","124,20","77,47",Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>steroidozależny zespół nerczycowy; cyklosporynozależny zespół nerczycowy; nefropatia toczniowa; zapalenie naczyń; toczeń rumieniowaty układowy; twardzina układowa; stan po przeszczepie kończyny, rogówki, tkanek lub komórek; neuropatia zapalna; miopatia zapalna; <2>steroidooporny zespół nerczycowy; nefropatia IgA; <3>choroby autoimmunizacyjne u pacjentów z niedoborami odporności; cytopenie w przebiegu autoimmunizacyjnego zespołu limfoproliferacyjnego",ryczałt,"49,93"
2478,Mycophenolas mofetil,"Mycofit, kaps. twarde, 250 mg",100 szt.,05909990754472,"2021-07-01  - dla kolumny M, <1>2022-03-01/<2>2021-03-01/<3>2023-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","134.0, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - kwas mykofenolowy i jego pochodne","63,18","66,34","77,47","77,47",Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>steroidozależny zespół nerczycowy; cyklosporynozależny zespół nerczycowy; nefropatia toczniowa; zapalenie naczyń; toczeń rumieniowaty układowy; twardzina układowa; stan po przeszczepie kończyny, rogówki, tkanek lub komórek; neuropatia zapalna; miopatia zapalna; <2>steroidooporny zespół nerczycowy; nefropatia IgA; <3>choroby autoimmunizacyjne u pacjentów z niedoborami odporności; cytopenie w przebiegu autoimmunizacyjnego zespołu limfoproliferacyjnego",ryczałt,"3,20"
2479,Mycophenolas mofetil,"Mycofit, tabl. powl., 500 mg",50 szt.,05909990750993,"2021-07-01  - dla kolumny M, <1>2022-03-01/<2>2021-03-01/<3>2023-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","134.0, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - kwas mykofenolowy i jego pochodne","63,18","66,34","77,47","77,47",Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>steroidozależny zespół nerczycowy; cyklosporynozależny zespół nerczycowy; nefropatia toczniowa; zapalenie naczyń; toczeń rumieniowaty układowy; twardzina układowa; stan po przeszczepie kończyny, rogówki, tkanek lub komórek; neuropatia zapalna; miopatia zapalna; <2>steroidooporny zespół nerczycowy; nefropatia IgA; <3>choroby autoimmunizacyjne u pacjentów z niedoborami odporności; cytopenie w przebiegu autoimmunizacyjnego zespołu limfoproliferacyjnego",ryczałt,"3,20"
2480,Mycophenolas mofetil,"Mycophenolate mofetil Sandoz 250 mg kapsułki twarde, kaps. twarde, 250 mg",100 szt.,05909990074563,"2022-05-01  - dla kolumny M, 2022-05-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","134.0, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - kwas mykofenolowy i jego pochodne","62,64","65,77","76,90","76,90",Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>steroidozależny zespół nerczycowy; cyklosporynozależny zespół nerczycowy; nefropatia toczniowa; zapalenie naczyń; toczeń rumieniowaty układowy; twardzina układowa; stan po przeszczepie kończyny, rogówki, tkanek lub komórek; neuropatia zapalna; miopatia zapalna; <2>steroidooporny zespół nerczycowy; nefropatia IgA; <3>choroby autoimmunizacyjne u pacjentów z niedoborami odporności; cytopenie w przebiegu autoimmunizacyjnego zespołu limfoproliferacyjnego",ryczałt,"3,20"
2481,Mycophenolas mofetil,"Mycophenolate mofetil Sandoz 500 mg tabletki powlekane, tabl. powl., 500 mg",50 szt. (blister),05909990715268,"2022-05-01  - dla kolumny M, <1>2022-03-01/<2>2021-03-01/<3>2023-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","134.0, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - kwas mykofenolowy i jego pochodne","70,20","73,71","84,84","77,47",Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>steroidozależny zespół nerczycowy; cyklosporynozależny zespół nerczycowy; nefropatia toczniowa; zapalenie naczyń; toczeń rumieniowaty układowy; twardzina układowa; stan po przeszczepie kończyny, rogówki, tkanek lub komórek; neuropatia zapalna; miopatia zapalna; <2>steroidooporny zespół nerczycowy; nefropatia IgA; <3>choroby autoimmunizacyjne u pacjentów z niedoborami odporności; cytopenie w przebiegu autoimmunizacyjnego zespołu limfoproliferacyjnego",ryczałt,"10,57"
2482,Mycophenolas mofetil,"Myfenax, kaps. twarde, 250 mg",100 szt.,05909990638185,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2021-03-01/<3>2023-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","134.0, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - kwas mykofenolowy i jego pochodne","66,80","70,14","81,27","77,47",Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>steroidozależny zespół nerczycowy; cyklosporynozależny zespół nerczycowy; nefropatia toczniowa; zapalenie naczyń; toczeń rumieniowaty układowy; twardzina układowa; stan po przeszczepie kończyny, rogówki, tkanek lub komórek; neuropatia zapalna; miopatia zapalna; <2>steroidooporny zespół nerczycowy; nefropatia IgA; <3>choroby autoimmunizacyjne u pacjentów z niedoborami odporności; cytopenie w przebiegu autoimmunizacyjnego zespołu limfoproliferacyjnego",ryczałt,"7,00"
2483,Mycophenolas mofetil,"Myfenax, tabl. powl., 500 mg",50 szt.,05909990638208,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2021-03-01/<3>2023-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","134.0, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - kwas mykofenolowy i jego pochodne","66,80","70,14","81,27","77,47",Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>steroidozależny zespół nerczycowy; cyklosporynozależny zespół nerczycowy; nefropatia toczniowa; zapalenie naczyń; toczeń rumieniowaty układowy; twardzina układowa; stan po przeszczepie kończyny, rogówki, tkanek lub komórek; neuropatia zapalna; miopatia zapalna; <2>steroidooporny zespół nerczycowy; nefropatia IgA; <3>choroby autoimmunizacyjne u pacjentów z niedoborami odporności; cytopenie w przebiegu autoimmunizacyjnego zespołu limfoproliferacyjnego",ryczałt,"7,00"
2484,Nabumetonum,"Nabuton VP, tabl., 500 mg",20 szt.,05909990962419,2022-01-01,3 lata,"141.1, Niesteroidowe leki przeciwzapalne do stosowania doustnego - produkty jednoskładnikowe i skojarzone z inhibitorami pompy protonowej - stałe postacie farmaceutyczne","12,15","12,76","14,17","4,87",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"11,74"
2485,Nabumetonum,"Nabuton VP, tabl., 500 mg",60 szt.,05909990962426,2022-01-01,3 lata,"141.1, Niesteroidowe leki przeciwzapalne do stosowania doustnego - produkty jednoskładnikowe i skojarzone z inhibitorami pompy protonowej - stałe postacie farmaceutyczne","35,64","37,42","41,05","14,61",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"33,75"
2486,Nadroparinum calcicum,"Fraxiparine, roztwór do wstrzykiwań, 2850 j.m. Axa/0,3 ml","10 amp.-strz.po 0,3 ml",05909990075621,"2022-01-01  - dla kolumny M, 2022-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","22.0, Heparyny drobnocząsteczkowe i leki o działaniu heparyn drobnocząsteczkowych","53,88","56,57","64,24","42,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,"zespół antyfosfolipidowy lub jego powikłania - profilaktyka i leczenie przeciwzakrzepowe; zespół antyfosfolipidowy - diagnostyka; niedobór białka C lub niedobór białka S - diagnostyka; zmiany zakrzepowo-zatorowe inne niż określone w ChPL  u dzieci do 18 roku życia - profilaktyka i leczenie; choroby nowotworowe w przypadkach innych niż określone w ChPL -  profilaktyka i leczenie przeciwzakrzepowe; terapia pomostowa zamiast antagonisty witaminy K (VKA) lub innych leków przeciwkrzepliwych u kobiet ciężarnych po wszczepieniu zastawki i z wadą zastawkową; ostre zespoły wieńcowe w przypadkach innych niż wymienione w ChPL; schorzenia wymagające przewlekłego stosowania antagonistów witaminy K (VKA) (z okresową oceną możliwości powrotu do stosowania VKA) u osób, u których leczenie VKA nie jest zadowalające z uwagi na: a) powikłania (lub przewidywane wysokie  ryzyko powikłań, w tym krwotocznych) podczas stosowania VKA, b) częste nieterapeutyczne lub nadmiernie podwyższone wartości INR, c) obiektywne trudności z odpowiednio częstą kontrolą INR, d) nawroty żylnej choroby zakrzepowo-zatorowej podczas stosowania VKA; terapia pomostowa u pacjentów wymagających czasowego zaprzestania przewlekłego leczenia doustnymi antykoagulantami ze względu na planowane procedury terapeutyczne i diagnostyczne - w przypadkach innych niż określone w ChPL; unieruchomienie kończyny dolnej w opatrunku gipsowym lub ortezie z powodu izolowanych obrażeń kończyny dolnej (przez cały okres unieruchomienia, o ile związane jest to ze wzrostem ryzyka wystąpienia żylnej choroby zakrzepowo zatorowej) - w przypadkach innych niż określone w ChPL; profilaktyka i leczenie żylnej choroby zakrzepowo - zatorowej u kobiet w ciąży - w przypadkach innych niż określone w ChPL; krytyczne niedokrwienie kończyn dolnych - w okresie poprzedzającym hospitalizację, nie dłużej niż 14 dni (dawki lecznicze) - w przypadkach innych niż określone w ChPL",ryczałt,"25,30"
2487,Nadroparinum calcicum,"Fraxiparine, roztwór do wstrzykiwań, 3800 j.m. Axa/0,4 ml","10 amp.-strz.po 0,4 ml",05909990716821,"2022-01-01  - dla kolumny M, 2022-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","22.0, Heparyny drobnocząsteczkowe i leki o działaniu heparyn drobnocząsteczkowych","71,82","75,41","84,51","56,19",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,"zespół antyfosfolipidowy lub jego powikłania - profilaktyka i leczenie przeciwzakrzepowe; zespół antyfosfolipidowy - diagnostyka; niedobór białka C lub niedobór białka S - diagnostyka; zmiany zakrzepowo-zatorowe inne niż określone w ChPL  u dzieci do 18 roku życia - profilaktyka i leczenie; choroby nowotworowe w przypadkach innych niż określone w ChPL -  profilaktyka i leczenie przeciwzakrzepowe; terapia pomostowa zamiast antagonisty witaminy K (VKA) lub innych leków przeciwkrzepliwych u kobiet ciężarnych po wszczepieniu zastawki i z wadą zastawkową; ostre zespoły wieńcowe w przypadkach innych niż wymienione w ChPL; schorzenia wymagające przewlekłego stosowania antagonistów witaminy K (VKA) (z okresową oceną możliwości powrotu do stosowania VKA) u osób, u których leczenie VKA nie jest zadowalające z uwagi na: a) powikłania (lub przewidywane wysokie  ryzyko powikłań, w tym krwotocznych) podczas stosowania VKA, b) częste nieterapeutyczne lub nadmiernie podwyższone wartości INR, c) obiektywne trudności z odpowiednio częstą kontrolą INR, d) nawroty żylnej choroby zakrzepowo-zatorowej podczas stosowania VKA; terapia pomostowa u pacjentów wymagających czasowego zaprzestania przewlekłego leczenia doustnymi antykoagulantami ze względu na planowane procedury terapeutyczne i diagnostyczne - w przypadkach innych niż określone w ChPL; unieruchomienie kończyny dolnej w opatrunku gipsowym lub ortezie z powodu izolowanych obrażeń kończyny dolnej (przez cały okres unieruchomienia, o ile związane jest to ze wzrostem ryzyka wystąpienia żylnej choroby zakrzepowo zatorowej) - w przypadkach innych niż określone w ChPL; profilaktyka i leczenie żylnej choroby zakrzepowo - zatorowej u kobiet w ciąży - w przypadkach innych niż określone w ChPL; krytyczne niedokrwienie kończyn dolnych - w okresie poprzedzającym hospitalizację, nie dłużej niż 14 dni (dawki lecznicze) - w przypadkach innych niż określone w ChPL",ryczałt,"31,52"
2488,Nadroparinum calcicum,"Fraxiparine, roztwór do wstrzykiwań, 5700 j.m. Axa/0,6 ml","10 amp.-strz.po 0,6 ml",05909990075720,"2022-01-01  - dla kolumny M, 2022-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","22.0, Heparyny drobnocząsteczkowe i leki o działaniu heparyn drobnocząsteczkowych","107,73","113,12","124,51","84,28",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,"zespół antyfosfolipidowy lub jego powikłania - profilaktyka i leczenie przeciwzakrzepowe; zespół antyfosfolipidowy - diagnostyka; niedobór białka C lub niedobór białka S - diagnostyka; zmiany zakrzepowo-zatorowe inne niż określone w ChPL  u dzieci do 18 roku życia - profilaktyka i leczenie; choroby nowotworowe w przypadkach innych niż określone w ChPL -  profilaktyka i leczenie przeciwzakrzepowe; terapia pomostowa zamiast antagonisty witaminy K (VKA) lub innych leków przeciwkrzepliwych u kobiet ciężarnych po wszczepieniu zastawki i z wadą zastawkową; ostre zespoły wieńcowe w przypadkach innych niż wymienione w ChPL; schorzenia wymagające przewlekłego stosowania antagonistów witaminy K (VKA) (z okresową oceną możliwości powrotu do stosowania VKA) u osób, u których leczenie VKA nie jest zadowalające z uwagi na: a) powikłania (lub przewidywane wysokie  ryzyko powikłań, w tym krwotocznych) podczas stosowania VKA, b) częste nieterapeutyczne lub nadmiernie podwyższone wartości INR, c) obiektywne trudności z odpowiednio częstą kontrolą INR, d) nawroty żylnej choroby zakrzepowo-zatorowej podczas stosowania VKA; terapia pomostowa u pacjentów wymagających czasowego zaprzestania przewlekłego leczenia doustnymi antykoagulantami ze względu na planowane procedury terapeutyczne i diagnostyczne - w przypadkach innych niż określone w ChPL; unieruchomienie kończyny dolnej w opatrunku gipsowym lub ortezie z powodu izolowanych obrażeń kończyny dolnej (przez cały okres unieruchomienia, o ile związane jest to ze wzrostem ryzyka wystąpienia żylnej choroby zakrzepowo zatorowej) - w przypadkach innych niż określone w ChPL; profilaktyka i leczenie żylnej choroby zakrzepowo - zatorowej u kobiet w ciąży - w przypadkach innych niż określone w ChPL; krytyczne niedokrwienie kończyn dolnych - w okresie poprzedzającym hospitalizację, nie dłużej niż 14 dni (dawki lecznicze) - w przypadkach innych niż określone w ChPL",ryczałt,"43,43"
2489,Nadroparinum calcicum,"Fraxiparine, roztwór do wstrzykiwań, 7600 j.m. Axa/0,8 ml","10 amp.-strz.po 0,8 ml",05909990716920,"2022-01-01  - dla kolumny M, 2022-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","22.0, Heparyny drobnocząsteczkowe i leki o działaniu heparyn drobnocząsteczkowych","138,24","145,15","158,25","112,37",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,"zespół antyfosfolipidowy lub jego powikłania - profilaktyka i leczenie przeciwzakrzepowe; zespół antyfosfolipidowy - diagnostyka; niedobór białka C lub niedobór białka S - diagnostyka; zmiany zakrzepowo-zatorowe inne niż określone w ChPL  u dzieci do 18 roku życia - profilaktyka i leczenie; choroby nowotworowe w przypadkach innych niż określone w ChPL -  profilaktyka i leczenie przeciwzakrzepowe; terapia pomostowa zamiast antagonisty witaminy K (VKA) lub innych leków przeciwkrzepliwych u kobiet ciężarnych po wszczepieniu zastawki i z wadą zastawkową; ostre zespoły wieńcowe w przypadkach innych niż wymienione w ChPL; schorzenia wymagające przewlekłego stosowania antagonistów witaminy K (VKA) (z okresową oceną możliwości powrotu do stosowania VKA) u osób, u których leczenie VKA nie jest zadowalające z uwagi na: a) powikłania (lub przewidywane wysokie  ryzyko powikłań, w tym krwotocznych) podczas stosowania VKA, b) częste nieterapeutyczne lub nadmiernie podwyższone wartości INR, c) obiektywne trudności z odpowiednio częstą kontrolą INR, d) nawroty żylnej choroby zakrzepowo-zatorowej podczas stosowania VKA; terapia pomostowa u pacjentów wymagających czasowego zaprzestania przewlekłego leczenia doustnymi antykoagulantami ze względu na planowane procedury terapeutyczne i diagnostyczne - w przypadkach innych niż określone w ChPL; unieruchomienie kończyny dolnej w opatrunku gipsowym lub ortezie z powodu izolowanych obrażeń kończyny dolnej (przez cały okres unieruchomienia, o ile związane jest to ze wzrostem ryzyka wystąpienia żylnej choroby zakrzepowo zatorowej) - w przypadkach innych niż określone w ChPL; profilaktyka i leczenie żylnej choroby zakrzepowo - zatorowej u kobiet w ciąży - w przypadkach innych niż określone w ChPL; krytyczne niedokrwienie kończyn dolnych - w okresie poprzedzającym hospitalizację, nie dłużej niż 14 dni (dawki lecznicze) - w przypadkach innych niż określone w ChPL",ryczałt,"49,08"
2490,Nadroparinum calcicum,"Fraxiparine, roztwór do wstrzykiwań, 9500 j.m. Axa/ml",10 amp.-strz.po 1 ml,05909990075829,"2022-01-01  - dla kolumny M, 2022-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","22.0, Heparyny drobnocząsteczkowe i leki o działaniu heparyn drobnocząsteczkowych","170,73","179,27","193,52","140,47",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,"zespół antyfosfolipidowy lub jego powikłania - profilaktyka i leczenie przeciwzakrzepowe; zespół antyfosfolipidowy - diagnostyka; niedobór białka C lub niedobór białka S - diagnostyka; zmiany zakrzepowo-zatorowe inne niż określone w ChPL  u dzieci do 18 roku życia - profilaktyka i leczenie; choroby nowotworowe w przypadkach innych niż określone w ChPL -  profilaktyka i leczenie przeciwzakrzepowe; terapia pomostowa zamiast antagonisty witaminy K (VKA) lub innych leków przeciwkrzepliwych u kobiet ciężarnych po wszczepieniu zastawki i z wadą zastawkową; ostre zespoły wieńcowe w przypadkach innych niż wymienione w ChPL; schorzenia wymagające przewlekłego stosowania antagonistów witaminy K (VKA) (z okresową oceną możliwości powrotu do stosowania VKA) u osób, u których leczenie VKA nie jest zadowalające z uwagi na: a) powikłania (lub przewidywane wysokie  ryzyko powikłań, w tym krwotocznych) podczas stosowania VKA, b) częste nieterapeutyczne lub nadmiernie podwyższone wartości INR, c) obiektywne trudności z odpowiednio częstą kontrolą INR, d) nawroty żylnej choroby zakrzepowo-zatorowej podczas stosowania VKA; terapia pomostowa u pacjentów wymagających czasowego zaprzestania przewlekłego leczenia doustnymi antykoagulantami ze względu na planowane procedury terapeutyczne i diagnostyczne - w przypadkach innych niż określone w ChPL; unieruchomienie kończyny dolnej w opatrunku gipsowym lub ortezie z powodu izolowanych obrażeń kończyny dolnej (przez cały okres unieruchomienia, o ile związane jest to ze wzrostem ryzyka wystąpienia żylnej choroby zakrzepowo zatorowej) - w przypadkach innych niż określone w ChPL; profilaktyka i leczenie żylnej choroby zakrzepowo - zatorowej u kobiet w ciąży - w przypadkach innych niż określone w ChPL; krytyczne niedokrwienie kończyn dolnych - w okresie poprzedzającym hospitalizację, nie dłużej niż 14 dni (dawki lecznicze) - w przypadkach innych niż określone w ChPL",ryczałt,"56,61"
2491,Nadroparinum calcicum,"Fraxodi, roztwór do wstrzykiwań, 11400 j.m. Axa/0,6 ml","10 amp.-strz.po 0,6 ml",05909990836932,"2022-01-01  - dla kolumny M, 2022-01-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","22.0, Heparyny drobnocząsteczkowe i leki o działaniu heparyn drobnocząsteczkowych","197,24","207,10","222,49","168,56",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,"zespół antyfosfolipidowy lub jego powikłania - profilaktyka i leczenie przeciwzakrzepowe; zespół antyfosfolipidowy - diagnostyka; niedobór białka C lub niedobór białka S - diagnostyka; zmiany zakrzepowo-zatorowe inne niż określone w ChPL  u dzieci do 18 roku życia - profilaktyka i leczenie; choroby nowotworowe w przypadkach innych niż określone w ChPL -  profilaktyka i leczenie przeciwzakrzepowe; terapia pomostowa zamiast antagonisty witaminy K (VKA) lub innych leków przeciwkrzepliwych u kobiet ciężarnych po wszczepieniu zastawki i z wadą zastawkową; ostre zespoły wieńcowe w przypadkach innych niż wymienione w ChPL; schorzenia wymagające przewlekłego stosowania antagonistów witaminy K (VKA) (z okresową oceną możliwości powrotu do stosowania VKA) u osób, u których leczenie VKA nie jest zadowalające z uwagi na: a) powikłania (lub przewidywane wysokie  ryzyko powikłań, w tym krwotocznych) podczas stosowania VKA, b) częste nieterapeutyczne lub nadmiernie podwyższone wartości INR, c) obiektywne trudności z odpowiednio częstą kontrolą INR, d) nawroty żylnej choroby zakrzepowo-zatorowej podczas stosowania VKA; terapia pomostowa u pacjentów wymagających czasowego zaprzestania przewlekłego leczenia doustnymi antykoagulantami ze względu na planowane procedury terapeutyczne i diagnostyczne - w przypadkach innych niż określone w ChPL; unieruchomienie kończyny dolnej w opatrunku gipsowym lub ortezie z powodu izolowanych obrażeń kończyny dolnej (przez cały okres unieruchomienia, o ile związane jest to ze wzrostem ryzyka wystąpienia żylnej choroby zakrzepowo zatorowej) - w przypadkach innych niż określone w ChPL; profilaktyka i leczenie żylnej choroby zakrzepowo - zatorowej u kobiet w ciąży - w przypadkach innych niż określone w ChPL; krytyczne niedokrwienie kończyn dolnych - w okresie poprzedzającym hospitalizację, nie dłużej niż 14 dni (dawki lecznicze) - w przypadkach innych niż określone w ChPL",ryczałt,"58,20"
